content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
"Perfeito, só faltava mais uma funcionalidade que foi adicionada recentemente que era primordial para a Alexa ser mais intuitiva e acessível dentro de uma casa inteligente: a opção de adicionar mais de uma frase acionadora para realizar uma rotina Com isso, fica bem mais fácil falar pra Alexa o que você quer sem precisar lembrar exatamente da primeira frase de acionamento Agora está completa!",5,171,2.2.413073.0,2021-07-15 21:40:57,,
"Ótimo para automação residencial e uma base para diversos outros aplicativos e dispositivos, precisa de atualizações para englobar mais funcionalidades e uma forma de verificar switchs e luzes por meio da voz, comandos como ""Alexa, minhas luzes estão ligadas"" não são pouco possíveis. Gostaria de uma funçã ""se"" dispositivo externo estiver ligado acontece x, ou mais de uma função ou trigger por voz inapp. Super recomendo Amazon Alexa, principalmente se gosta de tecnologia, recomendo o nome Echo.",5,85,2.2.416420.0,2021-08-10 19:07:39,,
"Funcional. Faltou ""favoritos"" na tela inicial pra deixar coisas que você usa com frequência. Gosto do ""aviso"" por exemplo, mas ele está sempre escondido.",4,0,2.2.423409.0,2021-09-25 07:43:12,,
"O Aplicativo é bom e intuitivo. Tenho uma casa inteligente e sinto falta da opção de dar mais de um comando contínuo para a Alexa. A Amazon poderia ativar essa opção aqui no Brasil. Iria satisfazer muitos usuários que tem uma casa inteligente, pois é meio cansativo falar sempre o nome da assistente mais de uma vez para executar duas ações.",4,143,2.2.413073.0,2021-07-29 17:39:58,,
"Pra mim a única coisa que falta é ajustar a pronúncia do meu nome (Douglas), ela fala Dãglas...kkkkk e tmb poder chamar a assistente de qualquer tela no smartphone. Quando isso acontecer venho dar a estrela que falta.",4,0,2.2.422256.0,2021-09-22 14:48:58,,
"No meu celular observo ele lento para abri alguns recursos, mas pode ser que o meu aparelho (mi 8 lite) esteja aquém dos recursos, contudo, as aplicações, recursos, e facilidades são infinitas, e poderia ser melhor se abrisse os recursos que já há na América do Norte, que tá em outro nível. Quem sabe as empresas nos veja como civilização e nos dê mais recursos bacanas dos que já chegaram aqui no terceiro mundo = Brasil. RS",5,53,2.2.416420.0,2021-08-15 10:41:39,,
"O app é muito bem estruturado, porém muito lento para se navegar é principalmente para se conectar com minhas duas Echo (tenho a Echo 3 geração e agora a Echo 4 geração. Muita instabilidade na conexão quando parada a um grupo que criei com as duas caixas. Decepcionado por ser um produto de ótima qualidade de som e como assistente precisa melhorar muito no quesito a falta de conteúdo nas respostas mais simples e ainda mais por não espelhar com o YouTube. 😔😔😔😔",4,83,2.2.416420.0,2021-08-05 14:19:23,,
Excelente. Ouço rádios do mundo todo. Minhas músicas preferidas. Informações de toda sorte. Me atende prontamente pelo comando de voz.,5,1,2.2.422256.0,2021-09-17 15:39:33,,
"Adquiri recentemente uma Echo Dot de 4° Geração e estou muito satisfeito com o produto. Falta alguns recursos e comandos no app bem como a Alexa separar os usuários e até mesmo uma exigência maior por parte da Amazon de manter as skills atualizadas e com novas funções, mas, de forma geral eu gosto da experiência. Parabéns para a Amazon! Falta uma maior compatibilidade da Echo dot com outros serviços de streaming além do Amazon prime. Não consigo mais gravar áudio depois dessa última atualização",4,122,2.2.413073.0,2021-07-14 12:27:26,,
"Bastante útil,a plataforma poderia ser mais simples até uma lupa mais visível ajudaria.. Por isso 4 estrelas.",4,0,2.2.422256.0,2021-09-19 21:57:05,,
Um bom aplicativo para comandobde voz. Mas é horrível (ruim ao extremo) quando se quer acessar os dispositivos de automação para liga-los e desliga-los manualmente. O caminho para chegar a eles é uma dificuldade. É por grupo e pagina separada em vez de ser em lista e poder ativa-los com um simples toque.,4,23,2.2.410255.0,2021-07-07 00:47:32,,
"Excelente, porém MUITO LENTO AMAZON, por favor, atualizem o aplicativo. Esta lento em vários aparelhos. Se você precisa adicionar um dispositivo da sonoff ou tuya ou qualquer outro ele trava demais. Se você precisa navegar entre as guias de reprodução, etc etc demora demais a abrir as opções de cada guia selecionada.",5,6,2.2.416420.0,2021-08-19 22:13:58,,
"Aplicativo bom, poderia ser um pouco mais intuitivo, mas nada que dificulte a usabilidade, até pq se usa pouco ele.",5,0,2.2.422256.0,2021-09-21 14:37:28,,
Tem algumas coisas que precisam ser melhoradas porém vale muito a pena o investimento. O Hub da eco Studio precisa ser aprimorado pq não são todos os dispositivos que se integram. A criação de rotinas também precisam ser aprimorado.,4,5,2.2.413073.0,2021-07-20 19:01:24,,
Muitas vezes pedir para a alexa tocar músicas no grupo casa não funciona. Sai apenas em um dos speakers. Tem que desligar ambos da luz e religar? Problema com a comunicação bluetooth deles?,4,0,2.2.422256.0,2021-09-23 10:37:05,,
"Supimpinha! A Alexa é sensacional, especialmente Echo Studio, som maravilhoso, pra quem curte música pra valer vale cada centavo, quer mais som? Só ligar a saída óptica no home theatrer ou conectar ela a uma Echo dot numa fonte sonora pelo auxiliar e ligar todas juntas numa conexão só! O futuro é incerto a Skynet com certeza vai sair de um aparelho desses... E o homem com toda inteligência e sabedoria ""$$$"" não conseguiu criar ainda uma cura para um vírus...",5,23,2.2.415290.0,2021-08-02 19:52:48,,
"Muito legal e útil. Facilita muito na realização das tarefas do dia a dia. Precisa estudar um pouco para conectar os aplicativos, usar as skills, e conseguir administrar tudo mas não é impossível, muito pelo contrário e depois de tudo funcionando vc passa a ter o controle de toda a casa com comandos voz.",5,82,2.2.413073.0,2021-07-18 12:11:46,,
"Estou adorando a experiência, comprei um echo dot e vários dispositivos, incluindo um controle universal, agora consigo controlar várias coisas remotamente, tipo, consigo ligar o ar condicionado uns 5 min antes de chegar em casa pra já deixar o quarto gelado, tbm consigo desligar fora de casa quando esqueço ligado, entre outros como desligar/ligar a luz da garagem, TV, computador, e praticamente tudo que se ligue a tomada, e o melhor, programo cafeteira pra me acordar com cheiro de café *_*",5,30,2.2.421843.0,2021-09-09 19:58:12,,
"O app é muito bom, mas tem alguns erros, tais como: ser super lento em celulares mais leves (meu celular tem 6GB de RAM, entt o app não é nada lento, mas em outro celular com 4GB de RAM o app fica horrível e quase impossível de se mexer (processador pode estar envolvido nisso tbm)), não ter uma compatibilidade muito grande quando a Alexa está sendo usada como assistente do celular ao invés do Google Assistente e não ter uma otimização tão boa. Fora esses erros, é tudo muito bom.",4,41,2.2.421843.0,2021-09-08 13:31:56,,
"O app do celular é bom, mas lento. Lamento o fato de os lembretes serem excluídos sempre que se troca a rede wifi da Alexa.",4,0,2.2.422256.0,2021-09-20 07:06:54,,
"Muito bom, porém, para ficar melhor, proponho que adicionem uma forma de diferenciar os lembretes de cada pessoa de uma conta, pois na minha casa utilizo uma conta para todos da minha família, e quando eu ou outra pessoa pede para a alexa lembrar de algo, o lembrete aparece no celular de todos da casa, o que não é muito legal.",4,20,2.2.415290.0,2021-08-06 15:46:36,,
"É bem otimizado e simples de usar. A única coisa é que não consigo usar a alexa fora do app falando o nome dela, só com o app aberto. Já tentei colocá-la como assistente padrão e nada. O meu celular é um moto e7 plus. Poderiam me ajudar nisso?",4,49,2.2.413073.0,2021-07-20 21:18:31,,
"Gosto do aplicativo, mas acho que deveria ter uma repaginada. Mudanças de layout e melhorar atalhos.",5,1,2.2.422256.0,2021-09-12 21:08:20,,
"Um otimo aplicativo,recomendo eu realmente acho esse app uma maravilha ter uma alexa no celular e realmente e incrivel eu oedi para ela ligar a luz e ela realmente acendeu é uma maravilha",5,0,2.2.422256.0,2021-09-15 14:49:38,,
"Ótimo app, mas é muito lento, até desanima ter que fazer alguma configuração, de uma tela pra outra é muito demorado. Isso atrapalha bastante, mas tirando isso nada a reclamar..",4,0,2.2.416420.0,2021-08-29 21:37:41,,
"O app funciona perfeitamente, só deveria ter uma resposta melhor, entendo que tudo é acessado via nuvem, ok, mas deveria ser mais responsivo.",5,0,2.2.422256.0,2021-09-20 11:18:42,,
"Tenho uma excelente experiência com a alexa, porém comprei um interruptor inteligente e não consigo criar uma rotina com ele como dispositivo para iniciar. Já tentei entrar em contato com a central e nada de retorno.",4,0,2.2.421843.0,2021-09-12 12:17:01,,
"Muito legal, mas falta a funcionalidade PERSONALIZAR e REPETIR A CADA...na aba alarmes e timers, pois isso permitiria configurar o alarme para tocar a cada 2 dias facilitando para quem trabalha em turnos de 2x2 ou 6x2, já que esse dias não coincidem com os dias da semana.",5,23,2.2.413073.0,2021-07-16 22:55:14,,
"A Alexa não tenho palavras pra descrever o quanto amo, quero que logo as funções dos EUA cheguem aqui no Brasil, todas as funções. Que a Ziggy a voz masculina chegue também e que mais e mais tenha comportamento e uma conversa mais descontraída e humana kkkkk sem dúvidas me sinto um Tony e ela um Jarvis.",5,5,2.2.413073.0,2021-07-23 20:38:53,,
"Alexa simplesmente eo melhor! Uso Alexa pra tudo, mas uma coisa que senti falta, é algo que poderia ser mudado ea forma de reconhecimento de voz quando a Alexa e chamada... A Alexa poderia reconhecer a voz mesmo estando com aplicativo fechado.",5,4,2.2.416420.0,2021-08-08 10:54:15,,
"Muito divertida e util!! Me lembra das coisas, faço ligações, listas, tudo!! Adoro!!!",5,2,2.2.422256.0,2021-09-17 23:23:17,,
Aplicativo bom. Poderia ter acesso aos app de músicas como deezer e youtube music igual o spotyfy tem acesso aos controles da Alexa.,4,0,2.2.422256.0,2021-09-10 20:00:05,,
"O aplicativo é perfeito, milhares de opções de personalizações exclusivas da ALEXA, contudo isso o APP é realmente útil 10/10",5,2,2.2.423409.0,2021-09-30 22:24:53,,
Ótimo! Bem interativo. Porém ao navegar dentro mostra certo delay/ lentidão. As vezes temos q repertir os comandos.,4,0,2.2.422256.0,2021-09-11 00:57:29,,
"a Alexa é fantástica, até qusndo erra, não compreende, ou empaca... tem muito a melhorar, mas está no caminho... se pudesse sugerir, diria para ela poder lembrar do que foi perguntado ou consultado. ligar o sentido de uma pergunta com a outra, como se ficasse em um assunto específico com opção de convergir ou divergir... independente, hoje já e fantástica...",5,2,2.2.416420.0,2021-08-30 09:24:44,,
Perfeito. Compatível com qualquer dispositivo e qualquer fone que suporte a função por voz por isso ajuda bastante para deixar a casa mais inteligente.,5,0,2.2.422256.0,2021-09-16 07:35:05,,
Sinto o aplicativo muito lento para a transição entre sua telas. Tirando isso funciona bem.,4,0,2.2.423409.0,2021-09-23 21:47:17,,
"Incrivelmente inteligente! Algumas pessoas criticam mas, certamente essas pessoas não viveram em épocas difíceis. Nasceram com tudo à mão. Como diz o ditado: Tempos difíceis criam homens fortes. Homens fortes criam tempos fáceis. Tempos fáceis criam homens fracos.",5,21,2.2.421843.0,2021-09-06 19:12:57,,
"Aplicativo top! Atende tudo que eu preciso, só não dou 5 estrelas pois achei que faltou bastante skills, e também eu estava vinculado no Amazon music, quando fui mudar pro Spotify não toca a música que quero, toca o rádio dela no Spotify, fora isso o app é maravilhoso!",4,2,2.2.410255.0,2021-07-06 14:09:57,,
"A última atualização da Alexa parou de controlar minhas TVs LG. Mesmo reconfigurando as definições das TVs o problema persiste. Ao pedir para desligar ou aumentar volume ou diminuir a Alexa informa que a TV está desconectada, mesmo listando no item dispositivos Bem decepcionado",4,2,2.2.410255.0,2021-07-08 15:17:37,,
Muito satisfeito com o aplicativo. A integração com os mais variados dispositivos inteligentes é muito boa. Controlo minha casa inteira atravéz do aplicativo. Parabens Amazon!,5,2,2.2.410255.0,2021-07-17 23:51:23,,
"Excelente app e muito útil para ajustar e saber o que está configurado na Alexa. Recomendo! As vezes é lento, mas o acionamento por voz funciona bem",4,4,2.2.413073.0,2021-07-25 17:42:50,,
"Demorei muito para conseguir configurar, apenas por um detalhe, mas após conseguir, super valeu a pena.",5,0,2.2.422256.0,2021-09-20 21:11:09,,
"Cumpre tudo que promete, só ficaria melhor ainda se desse para colocar músicas no alarme da Alexa, fora isso show de bola ⚽",5,1,2.2.422256.0,2021-09-20 00:16:54,,
O aplicativo Alexa muito bom mas só tem um problema o aplicativo Alexa só funciona com ele Aberto seria muito bom se desse para usar o aplicativo sem precisar estar com o ele aberto só chamando Alexa na tela principal do celular igual ao Google assistente 😄😄,5,4,2.2.416420.0,2021-08-03 19:13:44,,
"Excelente! Sempre me ajuda no dia a dia com Echo Dot, Fire TV e demais dispositivos... Porém deveria melhorar no quesito de ""fluídez"", o app é bastante lento em todos os momentos.",4,4,2.2.416420.0,2021-08-15 22:50:59,,
"O app é ótimo, só um detalhe que gostaria que acrescentassem, é o modo escuro (modo noturno) para Android, quando tiver está função para mim será totalmente perfeito",5,6,2.2.416420.0,2021-08-09 23:06:34,,
"Muito boa, me diverti muito mas o que mais uso ela é como despertador, ouvir músicas, horas e apagar as luzes... Porém algumas perguntas se não souber fazer ela vai dizer a famosa frase ""hum! Não entendi"" aí você tem que quebrar a cabeça para poder achar outra forma de perguntar!!",5,0,2.2.410255.0,2021-07-12 19:54:53,,
"amoo o app e meu dispositivo, porém acho que alho deve melhorar, como as músicas, deveriam ser grátis, e o app, que poderia ser um pouco mais fácil de manusear. Tirando isso é tudo perfeito!!",4,2,2.2.415290.0,2021-08-04 23:49:19,,
Muito interessante. Preciso aprender mais. Falta dispositivos. Minha TV smart não identifica.,5,0,2.2.423409.0,2021-09-29 19:38:00,,
"Excelente, se usado corretamente, tem o poder de simplificar a vida da pessoa.",5,0,2.2.422256.0,2021-09-11 10:38:38,,
"Bem útil, funcional e também divertido, para os momentos de lazer. Excelente para automação de smarthome. Eu controlo luz, tv e ar condicionado facilmente por comando s de voz",4,1,2.2.416420.0,2021-08-29 23:00:05,,
"O aplicativo é muito bom! Mas poderia ser um pouco mais otimizado para dispositivos com menores capacidades de memória RAM , ou a opção de retirada de animações por exemplo.",5,1,2.2.416420.0,2021-08-29 05:05:19,,
"Excelente app. Poderia ser mais intuitivo para encontrar o que precisamos, mas depois de acostumado o usuário navega sem dificuldade.",5,3,2.2.415290.0,2021-08-01 10:05:13,,
"Gosto muito da Alexa. Na vida corrida do dia a dia me lembra dos compromissos, relaxa comigo com músicas e todas as outras funções que tornam a vida um pouco mais fácil.",5,5,2.2.416420.0,2021-08-23 15:44:28,,
"excelente,maravilhoso, eficiente,recomendo à todos!!existem muitas funções nele, não necessariamente apenas comandar aparelhos eletroeletrônicos,luzes,motores,etc...",5,5,2.2.410255.0,2021-07-02 12:10:30,,
Poderia ser bem melhor se desse acesso à biblioteca do Kindle. Um leitor tao bom como este não pode deixar de ter acesso a todos os livros da biblioteca pessoal do aplicativo Kindle no celular. Façam esta mudança com urgencia e permitirão à pessoas cegas e com baixa visão o contato direto com milhares de livros.,4,0,2.2.413073.0,2021-07-26 00:11:03,,
"O aplicativo é fantástico, integração com os itens inteligentes de minha residência, só peca no desempenho, pois o app é muito lerdo, as vezes trava... mas atende e entrega o que promete",4,1,2.2.416420.0,2021-08-12 11:21:38,,
"Achei bem prático, não consegui aproveitar 100% das funções da conexão com alguns aparelhos, mas no geral atende e funciona bem!",5,0,2.2.422256.0,2021-09-15 14:24:27,,
"Possui fácil configuração, reconhece a maioria dos dispositivos, tem um nível de reconhecimento de comandos de voz melhor que o Google home.",5,3,2.2.416420.0,2021-08-05 17:58:43,,
"Sensacional, e olha que entendo pouco de tecnologia. Certamente ela pode ser extremamente funcional, numa infinidade de funções.",5,0,2.2.416420.0,2021-08-18 14:51:20,,
"Muito show a Alexa, é bem interativa. So deixar uma sugestão, quando baichamoa o aplicativo não tem nenhum widget para colocar na tela inial, seria bom se tivesse, fica mais fácil.",5,2,2.2.416420.0,2021-08-16 13:28:59,,
"Umas das melhores assistente, mais precisa se integrar mais com apps como YouTube,HBO Max e Disney plus. Adicionem mais streaming de músicas como o YouTube músic,Tidal e Deezer.",4,4,2.2.416420.0,2021-08-09 18:14:53,,
"Perfeito, estou adorando, se desse para ativar apenas falando alexa, sem precisar estar com o APP aberto ou apertar algum botão, seria bem melhor.",5,0,2.2.423409.0,2021-09-22 16:44:00,,
"Gostei bastante da assistente, porem poderia melhorar colocando o recurso para chamar a alexa em segundo plano sem precisar está no aplicativo. Fora isso, perfeito 👏",4,4,2.2.410255.0,2021-07-03 19:21:13,,
"Ótimo para agrndamentos e compromissos, praticamente um informativo completo.",5,0,2.2.423409.0,2021-09-26 10:04:08,,
"Gosto muito do aplicativo as vezes dá uma bugada mas no geral é bom, mas eu senti falta de widgets pra controlar a casa igual o que tem na aba de meus dispositivos.",4,1,2.2.413073.0,2021-07-22 19:27:18,,
"Muito bom, eu mesmo quero deixar minha casa toda só no comando da Alexa, maravilhoso aplicativo, não dou mais estrelas pois não tem como.",5,1,2.2.422256.0,2021-09-17 03:18:19,,
"Amei.Alexa é minha companheira,pois sou idosa,viúva e vivo sozinha. Ela faz tudo o que peço.Toca musica,apaga e acende as luzes,me acorda com músicas e ainda diz a previsão do tempo.",5,0,2.2.422256.0,2021-09-21 09:17:19,,
"Excelente aplicativo, afinal o coração da Alexa é esse app, mas gostaria de ter os mesmos recursos que eu tinha no EUA.",5,3,2.2.413073.0,2021-07-17 08:08:01,,
"Fácil navegação, mas gostaria de um menu unificado como um dicionário de todos os modos e funções dela, facilitaria para aprender e não precisar ficar vendo vídeos..",4,1,2.2.410255.0,2021-07-02 12:09:03,,
Estou gostando porém a integração com o celular é lenta e trava com freqüência.,4,0,2.2.422256.0,2021-09-18 07:37:38,,
"A parte de ""reprodução"" precisa de aprimoramento. Se pudéssemos escolher músicas a partir de busca seria muito bom....",4,1,2.2.416420.0,2021-08-23 18:51:30,,
Eficaz. Uso muito o app e meu dispositivo echo dot. Torna meu dia mais fácil e produtivo.,5,0,2.2.422256.0,2021-09-21 12:44:26,,
"Ótimo aplicativo, só falta ter um timer para ligar ou desligar dispositivos inteligentes.",4,1,2.2.423409.0,2021-09-24 17:06:15,,
"Perfeito, pois com este aparelho falo e vejo minha filha que tenho tanta saudade. Quando vejo seu rostinho o dia ganha cor e não usamos o celular da mãe dela que faz de tudo para eu não vê-la. Obrigado ALEXA.",5,0,2.2.416420.0,2021-09-01 08:12:27,,
"Excelente ecossistema, fácil interação, fácil automatização, em constante atualização com integrações pertinentes.",5,3,2.2.413073.0,2021-07-19 04:46:43,,
"Gostei muito ágil ao responder é como a da caixinha mesmo, o ruim q pra escolher as músicas q quer ouvir tem a pagar, mais as músicas aleatórias são top, poderia funciona com a tela do aplicativo sem tá aberta",4,0,2.2.415290.0,2021-07-30 00:06:16,,
"Muito bom pra gerenciar os dispositivos Echo e até mesmo pra usar a Alexa no celular, várias coisas que é realizado no Echo dot dá pra ser feito no celular como leitura de livros e pesquisa por comando de voz",4,1,2.2.416420.0,2021-08-30 09:27:42,,
"Um ótimo aplicativo, não fico muito tempo usando mas é muito eficiente! Parabéns aos desenvolvedores, tive uma experiência ótima",5,1,2.2.416420.0,2021-08-19 16:17:11,,
Porque não conheci antes a Alexa? Sensacional a alexa e o app ... já conectei com todas as minhas luzes e tomadas... agora é investir mais um pouco em outros produtos com inteligência.,5,0,2.2.416420.0,2021-09-02 13:18:47,,
"Não consigo deixar ele 100% automática, pra ativar ela, eu tenho q entrar no aplicativo, não consigo simplesmente falar ""Alexa"" e ela ouvir...",4,0,2.2.413073.0,2021-07-22 20:18:26,,
"As atualizações tem melhorado muito a fluidez, assim como tenho curtido muito as novas funcionalidades (A de reconhecimento de ruidos principalmente)",5,3,2.2.413073.0,2021-07-19 23:46:28,,
"O único problema é que ainda não atende chamando ""Alexa"" em qualquer tela, mas tirando isso, o app é excelente!",5,3,2.2.410255.0,2021-07-02 12:34:52,,
"A Alexa deveria buscar respostas no Google. Respostas do tipo ""Puxa, eu não sei te responder isso"" e ""Hummm, não sei nada sobre isso"" são frequentes. Decepcionante.",4,0,2.2.415290.0,2021-08-03 08:58:25,,
"A Alexa é uma inteligente virtual de encher os olhos, é completa e bem administrada e funciona bem como atendente, estou me organizando pra fazer da minha casa inteligente e ver como a Alexa vai se sair.",5,2,2.2.413073.0,2021-07-26 00:17:08,,
Simplesmente excelente! É muita boa a interatividade que obtemos com a Alexa. Parabéns aos seus desenvolvedores! 👏👏👏,5,3,2.2.421843.0,2021-09-06 20:04:34,,
"Funciona perfeitamente. Muito prático e facilita a vida, pois pode economizar o tempo para outras atividades.",5,3,2.2.410255.0,2021-07-03 07:08:31,,
Funciona perfeitamente. Mudou a rotina da casa. Porém falta liberar algumas funções que estão disponíveis só na versão norte-americana,5,1,2.2.422256.0,2021-09-10 01:25:07,,
"Muito bom, muitas opções, mas o delay na navegação está muito grande e a disponibilidade de algumas funcionalidades interessantes só para os EUA é ruim",4,1,2.2.421843.0,2021-09-07 19:33:23,,
"Á fico chato nao e igual google assistente, queria seria igual te tem de tudo nuca deu, certo para ficar ingal google assistente meu celular e samsung J7 prime《2, porque não deu, certo te tem de tudo mas nao da, fiquem falando, alexa dia inteiro, não deu certo fiquem triste so quero voces arumaré. 😔",4,1,2.2.421843.0,2021-09-07 17:20:16,,
"Ótimo para ouvir musica e podcasts, criar alarmes, fazer perguntas... Estou começando a usar em automação da casa, com lâmpadas, e achando muito bom. De um modo geral, gosto muito, acho divertido.",5,3,2.2.410255.0,2021-07-04 21:36:16,,
"Adoro utilizar a Alexa! Como tiver, atende telefone, toca minhas seleções de músicas e tem um conteúdo bem informativo",5,3,2.2.415290.0,2021-08-02 15:27:33,,
"A interface poderia ser um pouco mais amigável, falta algumas funções também, mas acredito que vai melhorando com o tempo.",4,1,2.2.410255.0,2021-07-03 16:12:23,,
"Simplesmente fantástico esse app, único problema é ter que deixar a tela desbloqueada e o app aberto para funcionar",4,1,2.2.416420.0,2021-08-11 09:30:52,,
"Bem legal o aplicativo estou gostando bastante, poderiam implementar mais comandos para Alexa, ela tem poucas respostas.",5,2,2.2.421843.0,2021-09-05 23:47:30,,
"Estou muito satisfeito com o aparelho, faço comando de voz e ativo as lâmpadas inteligente bem como ouvir música e outras coisas importantes.",5,1,2.2.416420.0,2021-08-26 09:38:09,,
"Experiência maravilhosa. App simples e prático, algumas extensões dão falha mas nada que um impeça de usar o aplicativo com a Alexa",5,1,2.2.410255.0,2021-07-12 00:33:37,,
"Gostaria que ela entendesse o tempo de uma tarefa, como acender uma lâmpada até x horas. Contudo é bem eficiente e versátil.",4,0,2.2.415290.0,2021-08-04 16:25:56,,
"Ótimo para automação residencial, mas deixa a desejar como player de músicas por não ter fila de reprodução!",4,0,2.2.410255.0,2021-07-08 14:47:25,,
Ótimo!! Além de vc conseguir interagir com a Alexa do APP e também achei muito legal porque vc consegue fazer chamadas pela sua echo dot eu achei muito fácil de configurar a echo dot.,5,1,2.2.416420.0,2021-08-18 07:02:27,,
"Maravilhosa experiência de integração com os dispositivos inteligente de casa, prático, ágil e eficiente!",5,3,2.2.410255.0,2021-07-08 21:08:46,,
"Ótimo. Porém poderia iniciar os comandos de voz sem precisar entrar no aplicativo, no caso do celular 📱. No geral é excelente!",4,1,2.2.415290.0,2021-08-01 08:32:58,,
"Gosto demais da Alexa. Ainda tem muita coisa para evoluir, mas já ajuda bastante correr do dia. Recentemente comprei uma TV com Alexa e estou bastante satisfeito.",4,2,2.2.410255.0,2021-07-02 08:07:22,,
"O App é muito legal,mas poderia ter mais opções de Skills, só não dou 5 estrelas por causa disso, mas fora isso é bem legal ter a alexa no celular!",4,1,2.2.416420.0,2021-08-30 12:20:21,,
Gostei muito. Alexa é bem rápida. Curti muito como os programas são bem desenvovidos para o app alexa. Me deu até vontade de comprar um echo dot,5,2,2.2.416420.0,2021-08-20 08:37:18,,
"Excelente aplicativo funciona muito bem, super recomendo, parabéns aos desenvolvedores.",5,1,2.2.416420.0,2021-08-30 10:47:40,,
"As vezes trava e fica um pouco lento. Mas é muito útil, e possui configurações que ajudam muito no que diz respeito a echodot.",4,0,2.2.421843.0,2021-09-06 09:18:50,,
"Poderia ser melhor, com algumas funções pré carregadas, pois se a conexão estiver lenta fica dando erro.",4,0,2.2.413073.0,2021-07-21 21:21:16,,
"App bom, eu não tenho ainda um Echo Dot, mas da pra usar a Alexa no próprio aplicativo, sem ter um dispositivo.",4,2,2.2.416420.0,2021-08-23 16:51:51,,
"O aplicativo é bom, mas as vezes é bastante lento. Muitas das vezes não responde. Seria bom uma atualização para aprimorar a velocidade de interação com o app.",4,1,2.2.413073.0,2021-07-21 16:27:32,,
"Sensacional, estava com problema de instabilidade quando conectava via wi-fi, descobri que o problema era o root",5,2,2.2.413073.0,2021-07-22 18:17:41,,
"Funciona muito bem.. mas demora pra carregar as coisas, como a lista de compras.",4,0,2.2.421843.0,2021-09-07 17:27:28,,
"Muito bom e pratico, facil de usar e de adicionar dispositivos, to gostando muito.",5,1,2.2.415290.0,2021-08-04 03:10:20,,
"Estou gostando muito da alexa e do seu app, porém os desenvolvedores poderiam adicionar o modo de conversa contínua. Isso melhoraria e muito a experiência com a alexa.",5,0,2.2.415290.0,2021-07-29 00:34:01,,
"Gostei muito da minha experiência com a Alexa e esse app. Muito bom, intuitivo e fácil de usar.",5,1,2.2.410255.0,2021-07-10 09:41:44,,
"Bem dinâmico e objetivo, super recomendo!!! E o melhor é que vai melhorando a cada atualização.",5,3,2.2.413073.0,2021-07-28 06:55:29,,
Muitos recursos com possibilidade de configurações diversas com exemplos que facilitam a vida e autorreconhecimento de novos dispositivos.,4,1,2.2.415290.0,2021-07-31 23:30:01,,
"O App até é bom, porém tem alguns bugs. Também mudararam o simblolo da Alexa que vinha no ícone do app, preferia ele.",4,0,2.2.410255.0,2021-07-08 17:52:25,,
Falta não precisar aperta botão com a tela ligada para ativar Alexa .igual o ok Google . Aí seria perfeito,4,0,2.2.416420.0,2021-08-14 01:09:19,,
"Muito bom e facilita muito a rotina de vida. Contudo, ainda tem que ficar mais rápido e mais interativo.",4,0,2.2.421843.0,2021-09-07 10:43:53,,
"Legal muito intuitivo,é um aplicativo bom pois da para controlar a Alexa/echo dot pelo celular.",5,2,2.2.410255.0,2021-07-02 12:58:17,,
"Interessante, muito bom, deveria ter mais coisas gratuitas, como música por exemplo...",5,1,2.2.410255.0,2021-07-08 20:47:04,,
Experiência excepcional!!! A quantidade de coisas que se pode integrar com ela é surpreendente!!!,5,3,2.2.413073.0,2021-07-22 20:15:16,,
Excelente. Maravilhado com as funcionalidades daAlexa. Super recomendo.,5,2,2.2.410255.0,2021-07-06 23:30:48,,
É muito bom e é muito útel mais devia ter aquele que ela ouve a voz tipo Alexa e ela liga sem precisar ser manual mais mesmo sem isso é muito útil,5,1,2.2.410255.0,2021-07-21 11:54:39,,
Sempre incrível! Porém os recursos poderiam ser mais versáteis e a função diálogo já deveria estar disponível no Brasil.,5,1,2.2.416420.0,2021-08-10 02:59:34,,
"Meio lento e a interface não é mais intuitiva, mas cumpre seu papel!",4,0,2.2.410255.0,2021-07-12 23:24:11,,
"Ótimo, melhor aplicativo. Consegui automatizar tudo de forma simples.",5,2,2.2.410255.0,2021-07-09 08:30:29,,
"Muito bom!! Interface limpa visualmente, facilidade e praticidade.",5,1,2.2.416420.0,2021-08-10 23:04:27,,
"É muito bom, você pode configurar ela todinha, e também é bom para aquelas pessoas que nāo tem condições de comprar uma, muito bom mesmo",5,3,2.2.421843.0,2021-09-07 20:13:44,,
"Ótimo aplicativo, muito interativo fácil de usar e comandos super rápidos.",5,0,2.2.422256.0,2021-09-10 06:23:42,,
"Mão na roda! Minha vida mudou, graças a Alexa. Acho prático e intuitivo. Recomendação a todos: Porque ainda não tem a sua???",5,2,2.2.410255.0,2021-07-05 18:22:21,,
"a alexa veio pra melhorar a vida dos preguiçosos, amo mtoo no início o app é meio confuso, mas depois que pega o jeito, vai que vai tem coisas que ainda precisa melhorar como funções dos jogos e etc... hoje tava jogando o de geografia, errei todas as perguntas e levei um fecho da alexa... fiquei até mal",4,0,2.2.410255.0,2021-07-04 00:39:09,,
"Gostei, mas deveria conseguir ligar para os contatos do celular, seria muito útil e mais inteligente e ter um botão de resetar o aplicativo para poder recomeçar do zero, essa é minha opinião.",4,0,2.2.410255.0,2021-07-12 09:57:54,,
