content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent
"Havia informações em uma conta cancelada q foi EXCLUÍDA pelo app sem prévio aviso. Não acredito. E agora, Telegram, como fica?",1,0,4.5.1,2021-07-04 13:29:46,
"O aplicativo estava sendo super legal de usar, mas enquanto minha prima mexia no aplicativo, descobriu uma figurinha super errada! A pessoa da figurinha estaria sem suas vestes, e um borrão estaria cobrindo as partes descobertas. Acho que o telegram deveria tomar providências diante dessa situação!",1,8,7.8.0,2021-07-04 13:17:34,
"Sempre pedem para que eu coloque o numero do meu celular no cadastro mas quando coloco nao me enviam o código e nem me ligam, com isso nao consigo concluir a minha inscrição",1,1,7.8.0,2021-07-04 11:02:12,
Nunca vai alcançar o whatsapp! 😏😏😏,1,0,,2021-07-04 10:40:10,
Alguns arquivos de mídia sumiram.,1,0,,2021-07-04 08:58:00,
É o melhor. Pena que não tem regras pra evitar fake news e criação de grupos do mal. Precisam rever isso,1,14,7.8.0,2021-07-04 05:34:14,
Não consigo receber o codigo de verificacao,1,0,,2021-07-04 01:57:29,
App só presta pra conversar por que cara eu fui olhar as figurinhas cara sinceramente as figurinhas são sexualizando as mulheres isso e orrivel e falando que as mulheres só servem pra s3x0 cara isso e orrivel eu odeio o telegram só tenho por causa da escola cara não baixem e orrivel as figurinhas são as mulheres monstrando os seios e rebolando de sutiã e casinha e orrivel não baixem por favor isso e duentil e orrivel ⚠️NAO BAIXEM ⚠️,1,0,7.7.2,2021-07-04 00:23:28,
Muito ruim acaba com a memória do celular,2,0,,2021-07-03 23:23:45,
Queria instalar mas não recebo o bendito código.,1,0,7.8.0,2021-07-03 22:58:49,
Não baixa direito mesmo com a internet boa,1,1,,2021-07-03 21:31:27,
COLOCA A OPÇÃO DE COLOCAR AS FIGURINHAS E FIGURINHAS ANIMADA.,1,0,7.8.0,2021-07-03 21:01:54,
As vezes para de receber internet o app e tenho que desinstalar,1,0,7.8.0,2021-07-03 19:49:59,
NÃO RECEBI O CÓDIGO A 2 DIAS,1,0,7.8.0,2021-07-03 19:04:15,
Bom,1,0,7.7.2,2021-07-03 18:44:27,
Não recebi o código e o número tá certo,1,0,7.8.0,2021-07-03 14:16:40,
"Do nadaaaa toda vez q quero entrar tem q digitar o numero ,o codigo e senha.Isso cansar demais... Ai fui entrar hj e ñ consigo,fala q tem muitas tentativas.",1,1,7.8.0,2021-07-03 12:20:16,
N consigo entra pq tem que ter um codigo que n aparece ja desistalei e instalei de novo ñ da,2,0,,2021-07-03 11:51:18,
Porque é lento,1,0,,2021-07-03 06:48:48,
"Seria incrível se esse App tivesse a opção de criar conta email, quando tiver me avisem",1,0,7.8.0,2021-07-03 04:23:24,
Como faço para ter o código de verificação? Não vem por mensagem nem ligação e nem email! Não consigo acessar de forma alguma!!! Alguém pode me ajudar?,1,0,7.8.0,2021-07-03 01:59:02,
Um ótimo App mas eu reinstalei ele de novo em outro celular com o mesmo número mas o telegram não me envia código pra mim poder usa-lo de novo,2,0,,2021-07-03 00:12:25,
"Muita frescura,por qualquer coisa bloqueiam a gente,e depois fica com argumento dizendo que posso ter enviado algo que não gostaram e que ""X"" dia volta ao normal! Nem se quer investigam pra ver realmente o que possa ter acontecido. Lá é tão simples tomar bloqueio que basta você contrariar alguém ou se alguém quiser te sacanear,basta denunciar sua conta que já era! Sem mais nem menos,ao menos se nos comunicasse antes de tomar qualquer atitude,sempre haverá 2as versões!",1,7,7.8.0,2021-07-03 00:12:09,
O app não consegue nem me enviar a mensagem de verificação. Piada,1,0,6.2.0,2021-07-02 23:12:48,
"Depois dessa atualização, as imagens que passo do PC pro celular ficam em 144p, antes eles ficavam na qualidade da própria imagem. Não sei o que aconteceu.",2,0,,2021-07-02 22:56:18,
Download lento,1,0,7.8.0,2021-07-02 21:24:09,
Não tenho uso,2,0,7.8.0,2021-07-02 18:48:04,
"Esse bendito código não chega para confirmar, não sei mais o que eu faço.... Estou perdida pois preciso para trabalhar, ninguém responde, não temos suporte pra nos ajudar... Lamentável",1,0,7.8.0,2021-07-02 18:04:21,
Verificação em duas etapas não funciona e trava o seu acesso.,1,0,7.8.0,2021-07-02 17:01:41,
"Olá, estou tendo um problema com o Telegram, minha conta foi apagada, aí quero voltar a usar o app mas sempre aparece uma tela com: ""muitas tentativas, tente novamente mais tarde"" toda vez que abro. Todos os meus contatos estão lá, me ajudem por favor.",2,106,7.8.0,2021-07-02 15:40:13,"Olá, quando o erro de muitas tentativas aparece é necessário aguardar 24 horas completas antes de tentar fazer o login novamente."
Não estou conseguindo instalar,1,0,,2021-07-02 14:55:51,
Vive dando erro,1,0,7.8.0,2021-07-02 13:20:51,
Trava muito,1,0,,2021-07-02 12:58:49,
P0rr4 Telegram o aplicativo versão web para computador estava tão de boa aí do nada pedem qr code e falha o login fora as demoras para fazer download dos vídeos na versão web para computador,1,0,,2021-07-02 12:37:42,
Nao consigo mais fazer login na minha conta pelo celular. Eh uma pena.,1,0,,2021-07-02 09:08:18,
Muito bom,1,0,7.8.0,2021-07-02 08:51:41,
Fica falhando a voz no chat de voz,1,0,7.8.0,2021-07-02 07:57:05,
Bom dia e um ótimo app só q não está dano mais para mudar o tom de notificação mais,1,0,7.8.0,2021-07-02 07:03:07,
Mto lento,1,0,7.7.2,2021-07-02 01:24:07,
Pessimo,1,0,,2021-07-02 00:20:09,
"DEPOIS DA ATUALIZAÇÃO DE JUNHO NÃO CONSIGO MAOS MAIS SER OUVIDA NAS CHAMADAS, EU OUÇO AS PESSOAS MAS ELAS NÃO ME OUVEM. ALGUEM PODE AJUDAR?",2,0,,2021-07-01 19:33:17,
"N recebi código de confirmação, nem consigo iniciar no app",1,0,,2021-07-01 16:54:35,
Eu usava e era ótimo até ter que reinstalar. Agora n consigo ter acesso diz que vai enviar um código por sms que nunca chega! Lixo,1,1,7.8.0,2021-07-01 12:14:06,
App enorme 14 gigas q isso telegram. Faz um versao lite ae . Meus 25 g acabou so com seu app kkkkkk.,2,0,7.8.0,2021-07-01 11:09:34,
"Não tive o devido suporte pra trocar de número, queria manter as conversas é grupo, troquei de número mas eles não quiseram mandar sms nem ligar para mim, muito diferente da concorrente verde que me deu todo o suporte para a troca de número. Não recomendo usar esse app se vc trocar de número futuramente 👍🏼",1,4,7.8.0,2021-07-01 10:01:20,
"Estou precisando do bendito código e ele não chega, já desinstalei e instalei e nada! 🤬🤬🤬",1,0,,2021-07-01 07:38:54,
Estou tendo dificuldades de instalar o app Porque ele pede o codgo que chega por SMS e demora muito e nao chega nads nunca ja ative e desativei o opção de liberar as chamadas mas nada funciona,1,0,7.8.0,2021-07-01 06:03:48,
"Já foi muito bom más, a cada atualização tem ficado mais pesado, funciona arrastando, a pessoa manda uma mensagem e essa demora chegar na outra ponta, as pessoas mandam mensagem e vou receber quase 2 dias depois... Não notifica enquanto a pessoa não entrar no app, só que quando ela entra, ae ela fica exposta por causa do estatus que está sempre ""Online"", péssimo para quem quer privacidade.",1,1,,2021-07-01 05:18:13,
Horrível,1,0,7.8.0,2021-06-30 23:51:06,
"Esse app não está funcionando no meu celular, fica aparecendo toda hora uma mensagem chata que está tendo falha. Não sei o porque e nem como resolver. 🤦🏽‍♀️🤦🏽‍♀️🤦🏽‍♀️🤦🏽‍♀️🤦🏽‍♀️🤦🏽‍♀️🤦🏽‍♀️🤦🏽‍♀️🤦🏽‍♀️🤦🏽‍♀️🤦🏽‍♀️",1,0,7.8.0,2021-06-30 23:39:58,
Eu não consigo receber o códico para verificar meu número.,1,0,,2021-06-30 22:23:58,
"De um tempo para cá ( 2meses) não abre, e quando se coloca o número de telefone que sai do app ele volta ao cadastro do número novamente. Horrível!!!",1,0,7.6.0,2021-06-30 22:01:01,
infelizmente não consegui entrar por favor adicionem um jeito de criar uma conta só pelo e-mail!!!,2,0,,2021-06-30 21:10:34,
Estou tendo problemas para reinstalar o App. Podem me ajudar? Não sai na página da confirmação do número de celular.,1,0,,2021-06-30 20:02:12,
Ei rim,2,0,,2021-06-30 17:28:18,
Não ta da para abrir com o meu numero😤😤😣,1,0,7.8.0,2021-06-30 17:05:54,
O App é muito bom mais a vídeo chamada trava muito e fica quadrada e tbm eu desinstalei e Instalei de novo mais eles não me envia o código já tentei várias vezes e nada:(,2,1,7.8.0,2021-06-30 16:20:52,
"Minha Internet está ótima e o App fica pedindo pra conectar sendo que ja tá conectado,quando arrumar dou 3 estrela.",1,0,,2021-06-30 15:21:21,
Tentando instalar.... dificil,1,0,7.8.0,2021-06-30 15:00:40,
"Apresentando mt instabilidade. Mando msg pelo app concorrente e logo vai. Nesse fica meia hora com relojinho e ""conectando"". Está apresentando esta falha continuamente, de não identificar que estou conectada na internet (tanto wi-fi quanto na móvel). Desanimada",1,0,7.7.2,2021-06-30 12:34:44,
"Notificação em balão ruim, não tem opção acessível para retirar.",1,0,7.8.0,2021-06-30 12:13:50,
"Lento,trava toda hora quase não da pra usar.",1,0,,2021-06-30 12:12:47,
Continuo sem receber o código. App vizinho td normal.,1,0,7.8.0,2021-06-30 11:16:55,
Fica toda hora conectando e nunca conecta,1,1,7.8.0,2021-06-30 11:00:29,
"A última atualização simplesmente desorganizou tudo. Links não funcionam mais, marcações não funcionam mais, fontes não funcionam mais. Ajeitem isso.",1,62,7.8.0,2021-06-30 01:36:23,"Olá, precisamos de mais detalhes. Por favor nos envie uma mensagem com a tag #playstore em Configurações > Fazer uma Pergunta caso isso ainda esteja acontecendo. Vamos te ajudar."
Eu usso este apps mais sabe ele da tedio🤥,1,0,7.8.0,2021-06-29 21:59:29,
Não consigo receber o código para ativar o telegran,1,0,7.8.0,2021-06-29 20:17:37,
"Odiei!!os bots pararam de funcionar, melhorem isto.",1,0,,2021-06-29 18:50:52,
Não está chegando o códigos no meu número,2,0,7.8.0,2021-06-29 17:34:02,
Recebo as mensagens mas não estão aparecendo no app. Só a notificação. E não tem atualização pra fazer.,2,2,7.8.0,2021-06-29 16:19:05,
Falta stories com arquivo histórico de postagens como no Instagram. Aguardo tbm poder personalizar a foto de perfil dos meus contatos pra tornar mais fácil a identificação.,1,11,7.7.2,2021-06-29 16:01:10,
Não consigo receber o código 👎🏿,2,0,7.8.0,2021-06-29 15:25:01,
Não aparece a prévia dos links de postagem no Facebook. Era bom quando aparecia. Saindo do app espero que os outros façam o mesmo.,1,1,7.8.0,2021-06-29 14:24:57,
"Depois dessa atualização de junho, eu não consigo mais compartilhar themes de telegram em forma de link, nem renomea-los. E eu faço um trabalho editando e fazendo themes personalizados! Pelo fato de não conseguir mais fazer esse trabalho, tive que baixar o Plus, que está funcionando melhor. Eu apenas consigo exportar em forma de arquivo e isso é pessimo, porque qualquer pessoa pode editar meu theme desse forma. Se arrumarem esse problema com os themes, eu ficaria feliz e daria 5 estrelas. 😊",2,134,7.8.0,2021-06-29 13:36:15,
"Eu tinha o telegram, exclui depois de um tempo baixei ele de novo, e agora não recebo mais o código de verificação.",1,0,,2021-06-29 12:36:30,
Bug erros atrasos de mensagem não está notificado. Parou de funcionar. Nada de textos e textos com atraso.,1,1,7.8.0,2021-06-29 11:59:39,
"Tentei instalar mas não consegui por conta de um código exigido que não aparece em lugar algum, não quer aprovar é só dizer instalação negada e pronto e não ficar exigindo código que não existe, e depois no fim aparece a mensagem você tentou muito ,aguarde, é simples não quero instalar mais esse APP , deve ser um lixo",1,189,7.8.0,2021-06-29 10:09:30,"Desculpe pelo incomodo, queremos ajudar. Por favor nos envie um e-mail em sms@telegram.org com o seu número em formato internacional (+55 ddd número)."
"TEM COMO DEIXAR OS DOWNLOADS, TUDO PRA SALVAR N CARTÃO SD INVÉS DA MEMÓRIA INTERNA D CEL.",1,0,7.8.0,2021-06-29 04:00:21,
Tinha uma conta em que entrava por e-mail e agora não sei como recuperar 😔. Suporte preciso da minha conta!,2,0,,2021-06-28 23:32:50,
O dia inteiro tentando fazer o cadastro no telegram e no entanto não chega código em lugar algum,1,0,7.8.0,2021-06-28 23:00:50,
"Comprei um Tablet Samsung t290 para especialmente fazer videochamada atraves do telegram, só que na video chamada eu ouço com quem estou falando mas ele nao me ouve, através do WhatsApp funciona tudo certo, fiz de tudo mas no telegram não tem jeito.",1,1,7.8.0,2021-06-28 20:31:15,
"Aplicativo saiu sozinho e agora pede uma senha que não coloquei ,tem a parte de esquecer a senha que serve apenas de enfeite !",1,1,7.8.0,2021-06-28 18:52:37,
cu?,1,0,,2021-06-28 15:04:52,
Não manda código,1,1,7.8.0,2021-06-28 11:25:08,
Normal,2,0,,2021-06-28 11:20:01,
Nao gostei.. só p resto muito bom mas q perigoso e as pessoas me achando localização.. e fica me mandando mensagem não conheço de ninguém... Tá louco e perigoso mesmoo,1,0,,2021-06-28 09:40:05,
Não está funcionando direito última,1,0,7.1.3,2021-06-28 04:11:34,
"Eu adoraria fazer amor com marrisa manoela conhecida como mirela, e manoela",2,0,,2021-06-28 02:29:53,
Nn me manda o sms,1,0,7.8.0,2021-06-28 00:29:46,
Um lixo para fazer download!,1,0,7.8.0,2021-06-27 22:09:59,
Orrivel,1,0,7.8.0,2021-06-27 21:20:13,
Já é a quarta tentativa porque o código não chega,1,0,,2021-06-27 19:49:33,
"Não estou conseguindo passar da tela de login, fica carregando infinitamente",1,0,7.8.0,2021-06-27 16:29:22,
Acertem o app ele esta travado na tela de termos de contrato antes em outros aparelhos que tive funcionava agora estou com LG K61 com android 10 ele nao funciona esta inutil,1,0,7.8.0,2021-06-27 15:47:38,
"Esse é um bom App, porém a vídeo chamada e as ligações são péssimas, com uma qualidade horrível. Além de não ter uma opção ""postar Status"" para q as pessoas interajam entre si.",1,16,7.8.0,2021-06-27 14:46:25,
"Eu já fazer cadastro app Telegram, mas não consegui enviamos um SMS com código de ativação para meu celular (15).... Não recebeu o código de novo 6 vezes nada. Porque ??? 🤷🏻‍♂️",1,0,7.8.0,2021-06-27 08:05:11,
A opção de papel de parede animado deixou o app mais lento no geral. Poderiam colocar uma opção de desativar isso de forma fácil. Tive de deixar sem papel de parede para obter um melhor desempenho.,2,0,7.8.0,2021-06-27 01:29:13,
Falta modificar algumas atualizações do App vc procura gravar áudio vídeo ele ñ tem opção.Desto quando quero sair da página e ñ consigo.,1,3,7.8.0,2021-06-27 01:19:04,
Um lixo de app não presta pra fazer ligação sinceramente não presta. essa é a triste realidade,1,0,7.8.0,2021-06-26 21:32:23,
Fica apagando e voltando não aguento mais,1,0,7.8.0,2021-06-26 21:32:11,
Gostei muito,1,1,,2021-06-26 14:55:02,
"Olha eu acho que o telegram deveria ter opção de todas salas e canal fosse aberto, o telegram se tornol uma ferramenta que as pessoas cria um canal coloca pessoa e engana elas, pq pensa comigo eu fui enganado eu não consigo avisar as outras pessoas do golpe pq é broqueado ninguém tem contato com ninguém isso deve acabar, tem que ser aberto para evitar os golpes.",2,9,7.8.0,2021-06-26 14:07:21,
"Chato, cada pessoa que entrar eu receber notificação.",1,0,7.7.2,2021-06-26 07:43:07,
Muito ruim nao gostei,1,0,7.3.1,2021-06-26 01:14:55,
Se não tem zap deixa eu istalar o telegram por favor,1,0,,2021-06-26 00:10:53,
Aula online!!!! 😡,1,1,7.7.2,2021-06-25 22:43:01,
Não entra,1,0,7.8.0,2021-06-25 17:55:05,
Há dias baixei o App e o código de verificação nunca chega. Poxa!!,1,2,7.8.0,2021-06-25 15:21:33,
Como que desbani meu número?,1,0,7.8.0,2021-06-25 14:58:22,
Quando poderemos compartilhar mensagens de voz pra fora do Telegram?,2,22,7.3.0,2021-06-25 13:01:55,
Não tô recebendo o código de confirmação pra entrar no app,1,0,,2021-06-25 11:09:49,
"Horrível, clico pra atualizar e não atualiza",1,0,7.7.2,2021-06-25 09:58:46,
Infelizmente tentei baixar e o codigo nao chega pra mim via sms. Não tem outra opção não?,1,0,7.7.2,2021-06-24 23:13:12,
Oq,1,0,,2021-06-24 22:32:03,
"estou aditando minha avaliação mas continuo com esse problema, não conecta.",2,2,7.7.2,2021-06-24 20:34:45,
"Horrível, horrível e horrível! Quando dá problema nem desinstalando e instalando novamente o problema se resolve! 😢",1,1,7.7.2,2021-06-24 20:04:14,
"Durante uma ligação se o sinal da internet cai mesmo que por segundos, o audio fica mudo e é preciso desligar e ligar novamente",2,1,7.7.2,2021-06-24 19:25:12,
"A única coisa que precisa parar é com esse anúncio em larga escala para todos os contatos informando que você agora está usando o aplicativo, inclusive para as pessoas que não tem seu número, mas estão na sua lista de contatos.",2,1,,2021-06-24 18:20:30,
"A pouco tempo instalei esse aplicativo mas não dá pra assistir nada, a gente acaba perdendo a paciência de tanto que trava. Infelizmente esse aplicativo te aborrece tanto que vc acaba desistindo de assistir qualquer coisa, a cada 5 minutos a gente tem que limpar o cachê é mesmo assim trava o vídeo é um saco. Decepcionada.",2,3,7.7.2,2021-06-24 18:10:18,
Não estou conseguindo enviar mensagens no grupo que participo não sei o motivo,1,0,7.7.2,2021-06-24 18:07:31,
Boa tarde estou com um probleminha tento instala e não entra o código de verificação pra mim aí não consigo usar o telegran,1,0,,2021-06-24 17:49:23,
Não recebo meu SMS,2,0,7.7.2,2021-06-24 17:29:47,
O código de confirmação não chega nunca!,1,0,7.7.2,2021-06-24 16:26:04,
"Ele e muito bom, pois não pega status, e nem todos meus contatos estão lá. Era pra ser gratuito mesmo o cara não tendo internet pra usar😏",2,1,7.7.2,2021-06-24 13:09:52,
"Gostaria de poder editar o texto, fotos, imagens, vídeos, músicas ou links antes de enviar às pessoas, como é feito no WhatsApp. Fazer isso depois é meio idiota.",2,1,7.7.2,2021-06-24 11:50:45,
a nova atualializacao ficou lixo....quero anterior....,1,0,7.7.2,2021-06-24 10:44:10,
PÉSSIMO NÃO CONSEGUI ENCONTRAR 😠😡😢,1,0,7.7.2,2021-06-24 10:24:07,
Minha legenda tá em inglês,2,0,7.7.2,2021-06-24 08:54:31,
Essa última atualização lascou com tudo. Não dá pra enviar uma foto que o app fecha,1,1,7.7.2,2021-06-24 08:53:50,
"Instalei o app e na hora q é para eu receber o código pra poder usar o app, não consigo, pois não está chegando o código, poderiam ver isso, por favor...",1,1,7.7.2,2021-06-24 01:09:07,
Tá enviando msg sozinho e não há nenhum problema com o celular.,1,0,,2021-06-24 00:40:47,
Não consigo mais o codigo para entrar no app. Entra no gmail e não da em nada,1,0,7.7.2,2021-06-23 23:42:15,
Os arquivos demoram muito para carregar,1,0,5.13.1,2021-06-23 23:09:35,
Tá faltando tradução de estrangeiro Pará português não entendo nada que ele estão falando,2,1,7.7.2,2021-06-23 22:40:10,
Ameii,1,1,7.7.2,2021-06-23 21:34:29,
Criei um grupo de notícias do bairro que moro E provavelmente um membro que descumpriu as regras do grupo e foi excluído fez uma falsa denuncia e acabei perdendo o meu número no telegram. Estou tentando entrar em contato com vocês por vários meios mas nunca obtenho nenhuma resposta Preciso recuperar o meu telegram Infelizmente não dão suporte aos usuários Me sinto um idiota esperando que eles respondam,1,0,6.2.0,2021-06-23 21:27:11,
Não recebi o cod. de verificação. Já desinstalei e instalei de novo e nada!,2,0,7.7.2,2021-06-23 20:16:20,
😍😍😍💗,1,1,7.7.2,2021-06-23 20:01:44,
Tiver várias tentativas mais o código so dava errado e agora eu não estou conseguindo baixar porque fiz muita tentativas,2,0,,2021-06-23 17:35:13,
"Perfeitooo, mas eu só queria que fosse adicionado a postagem de storys/status no app... 🥺 Eu e muitas outras pessoas iriam amar",2,6,6.0.1,2021-06-23 17:27:55,
Já tentei diversas vezes e nunca recebo o código de verificação por SMS.,1,1,7.7.2,2021-06-23 16:39:25,
Muito lento e trava o tempo todo ja foi melhor.,2,2,7.7.2,2021-06-23 14:00:03,
Não consigo finalizar a instalação. Não enviam o código por SMS. Ajuda por favor.,1,1,7.7.2,2021-06-23 11:13:29,
Estou tentando limpar cache mas não funciona mais,1,0,7.7.2,2021-06-23 08:55:20,
Ótimo esse aplicativo,1,1,7.3.1,2021-06-23 08:14:51,
"Foi excelente até esta última atualização, principalmente de utilização via desktop... ficou um verdadeiro lixo, muito ruim, nada funcional. Retornem ao estado anterior e salvem este app, tragam de volta o modelo que o tornava 1.000.000 de vezes superior a qualquer outro app de conversa.",1,28,7.7.2,2021-06-23 01:27:17,
Carregamento De Vídeos & Fotos Antigas Muito Lento,2,1,7.7.2,2021-06-22 23:05:37,
"Telegram eu te destalhei sem querer, e pedir pra enviar o código não envia mais eu envie email não adiantou de ND :)",1,0,,2021-06-22 18:52:23,
Seu programa para Pc acabou de me dar um prejuízo de mais de 200$ por crashar e não salvar alguns dados 😡,1,0,7.7.2,2021-06-22 16:39:25,
Mano eu fui entrar e dai eu coloquei o número de boa e dai n tava vindo o código e eu vi no correio e coloquei mano aparece isso .código inválido tente novamente poxa🤬😡,1,1,7.7.2,2021-06-22 15:33:44,
Legal,1,0,7.7.2,2021-06-22 14:27:34,
"Depois dessa atualização não estou conseguindo enviar fotos nem vídeos , que o app trava e fecha sozinho",1,1,7.7.2,2021-06-22 13:49:03,
O App para na hora de mandar imagens ou vídeos,2,0,,2021-06-22 11:53:14,
"Não recebo o código para instalar o app e na ligação não consegui ouvir o número. Tentei para dois números e até agora não instalou! Ruim de atendimento, envio emails umas 10x por dia para receber retorno técnico e nada!!!",2,2,7.7.2,2021-06-22 10:06:57,
O código para ativação não chega!! 😒,1,0,,2021-06-22 09:58:06,
O codigo nao chegou por sms nunca vem o codigo,1,0,7.7.2,2021-06-22 09:08:23,
Inoperante,1,0,,2021-06-22 03:58:09,
"Aplicativo tá ridículo , o app simplesmente está horrível!!! Quando eu envio fotos ou vídeo ou áudio ele fecha o aplicativo do nada",1,2,7.7.2,2021-06-22 03:00:41,
"Muito triste... App super indicado, mas o código de verificação infelizmente não chegou. Fiz várias tentativas, instalei e desinstalei, email para o suporte, mas infelizmente...",1,11,7.7.2,2021-06-21 22:24:18,
Não estou recebendo o código de validação na caixa de mensagem,2,0,7.7.2,2021-06-21 13:10:22,
Não gosto pq o Bolsonaro tem grupo aqui,1,0,,2021-06-21 11:29:09,
Horrendo,1,0,,2021-06-21 11:15:24,
Muinto ruiiiii,1,0,7.7.2,2021-06-21 10:48:57,
"Perdi a senha do meu telegram preciso recuperar meu telegram no número velho. Quanta burocracia ,",1,1,7.7.2,2021-06-21 05:42:30,
Péssimo! Não envia o código de confirmação nunca!,1,0,7.7.2,2021-06-21 04:24:24,
"Por favor eu presiso do cogico eu não consigo abrir, e antes tinha contagem de quando eles iria enviar um codico agora tudo esta horrivel pvf mim ajude antes que eu desetale😭😭😭😭😭😭",1,0,,2021-06-21 00:37:54,
Não estou conseguindo receber o código para utilizar o telegram. O app desinstalou sozinho.,1,0,7.7.2,2021-06-20 22:38:52,
Não consigo instalar pelo Google play. Tá dando erro.,1,0,,2021-06-20 21:41:40,
"Esse app é uma vergonha, nunca chega sms eu pedi pro meu meu amigo mandar uma mensagem SMS pra ver se tava funcionando e chegou mas nunca chega do telegran",1,0,,2021-06-20 21:10:39,
"Péssimo. Não recebo o código de validação, não consigo utilizar. Desinstalei, não recomendo",1,1,7.7.2,2021-06-20 20:50:30,
Legal,2,0,,2021-06-20 20:36:08,
Não tô recebendo o código,1,0,,2021-06-20 19:36:37,
Bom,1,0,7.7.2,2021-06-20 18:59:05,
"Telegrama está pedindo senha e eu nunca coloquei senha no telegran, e não da opção de ver o que está acontecendo. Isso é péssimo.",1,0,,2021-06-20 17:51:05,
"Eu gosto do telegram mas ultimamente estar com bug no teclado com muita frequência, sempre qdo envio uma foto, quero digitar e não aparece o teclado, tenho q desinstalar e instalar novamente pra usar o teclado... Já tá chato isso",1,2,7.7.2,2021-06-20 17:24:17,
"Péssimo serviço. Fui obrigada a registrar novamente o app do nada, por pedido do próprio app, mas nunca recebi o código de confirmação ou nada do tipo. Já procurei o suporte algumas vezes e nada foi feito. Resultado: estou há duas semanas sem poder usar o app e sem resposta do suporte.",1,0,,2021-06-20 16:02:17,
Vem,2,0,,2021-06-20 15:36:13,
Excelente,1,0,,2021-06-20 15:01:34,
Gay,1,0,,2021-06-20 11:32:40,
Espero q o App corresponda as minhas expectativas... Voltarei pra falar daquilo que concerne o serviço deste App. As-Salam ualheikun.,1,1,,2021-06-20 09:17:04,
O aplicativo não está notificando as concersas no Android 9,1,0,7.6.0,2021-06-20 07:50:49,
Tô usando pq tomei ban de ip no apk verde Kk,1,0,,2021-06-20 04:02:14,
"Demora muito pra fazer um simples download, até mesmo de fotos. Muito chato isso.",1,1,7.7.2,2021-06-20 01:48:16,
"Os downloads estão péssimos, estão demorando muito, acredito que essas últimas atualizações não estão melhorando o app, gostaria que voltasse.",2,2,7.7.2,2021-06-19 22:59:52,
Nao liberou,1,0,7.7.2,2021-06-19 22:21:50,
Não consigo me comunicar comunicar com ninguém...,1,0,7.7.2,2021-06-19 20:33:11,
"O telegram estava bom, agora reduziram a velocidade de upload e download do mensageiro e está horrível de lento pra baixar e assistir um vídeo de mizeros 10 mega demora mais de 2 min(tenho internet de 25 mega e uso sozinho).",2,7,7.7.2,2021-06-19 14:27:31,
Não consigo mais acessar. Não recebo o sms de validação.,1,0,7.7.2,2021-06-19 14:09:04,
Gostaria de saber por que não estou conseguindo entrar na minha conta ?,1,1,7.7.2,2021-06-19 13:53:36,
Orrivel,1,0,,2021-06-19 11:19:18,
Well the censorship have arrived tô Telegram too...,1,0,7.7.2,2021-06-19 02:08:46,
Não consigo encontrar o código,1,1,7.7.2,2021-06-19 00:02:24,
Não vai dar administra o meu grupo do telegram os cara que eu dou ban eles vai lá me denucia depois o errado sou eu os cara faiz golpe é fala que eu sou errado eu não dar mesmo muito Rui vou apagar minha conta no telegram muito rui,1,0,7.7.2,2021-06-18 21:25:26,
"Está horrível, não mandam o código, e quando a gente tenta novamente, eles nos mandam direto pra um e-mail, relatando o erro e nada acontece, difícil acessar o telegram agora.",2,7,7.7.2,2021-06-18 20:14:35,
Não recebo sms para ativar o app. Falha total,1,0,,2021-06-18 19:42:19,
"Está péssimo, não consigo receber o cod de ativação de jeito nenhum!",1,1,,2021-06-18 19:17:37,
Não está chegando o código de verificação oque pode ser?,2,2,,2021-06-18 17:21:21,
Ótimo 😁😁😎😎,1,0,7.7.2,2021-06-18 15:52:34,
Não estou recebendo o meu codigo!!!,1,1,7.7.2,2021-06-18 14:40:19,
Perese ser Bombeiros Voutentar.para.consegui.um emprego.mais.rapido.poseveu,2,0,,2021-06-18 13:24:32,
Não gosto mas é porque não uso muito ainda é novidade.,1,0,7.7.2,2021-06-18 13:22:23,
N consigo receber o código de verificação em Hipótese alguma. Apenas mudei o aparelho celular e n consigo ativar a minha conta. Lamentável essa dificuldade!,1,1,6.3.0,2021-06-18 12:42:27,
"O APP está com um bug, troquei o aparelho e não recebo o código SMS.",1,0,,2021-06-18 11:40:22,
Não consigo o código. Porquê?????,1,0,7.7.2,2021-06-18 10:27:01,
"Não consigo avaliar pq simplesmente não consigo concluir a instalação do app no meu celular, simplesmente não chega o código pra instalar, já reclamei por email e nada, alguém pra fazer alguma coisa e ajudar?",1,4,7.7.2,2021-06-18 10:03:49,
"Não estou conseguindo entrar no app, todas as vezes que eu tento acessar me pedem confirmação de número de telefone, quando eu tento sou bloqueada por números de tentativas.",1,1,7.7.2,2021-06-18 09:57:06,
"Pq não manda o código por SMS, colocam aquela gravação horrível que não dá pra entender nada, desisto aff",1,0,7.7.2,2021-06-18 08:33:17,
"A nova atualização para web ficou péssima,o telegram fica carregando e não abre",1,1,7.7.2,2021-06-18 08:27:18,
"Faz dias que estou esperando o dito do SMS com o código para entrar e nada....arrumem isto por favor... E o email de solicitação do código, volta informando q não foi possível enviar o email.... Este aplicativo já foi bom. Na hora de trocar de aparelho e ter q instalar de novo, da este problema....",1,0,,2021-06-17 21:58:33,
"Gente, o que aconteceu com o telegram? Tá horrível, mesmo com uma internet ótima, não estou conseguindo assistir vídeos de míseros 38 segundos",2,1,7.7.2,2021-06-17 21:00:08,
