content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent
Muito bom,3,0,,2020-09-13 20:21:47,
"Eu acabei de baixar e ele não entra. Simplesmente não aparece nada, reinstalei para tentar de novo e não vai fica aparecendo erro no app. Eu já tive ele, porém agora não quer funciona.",3,1,7.0.1,2020-09-13 18:32:59,
Ainda não tem todas funcionalidades do WhatsApp,3,0,,2020-09-13 11:37:52,
Prefiro whatsapp,3,0,,2020-09-13 05:30:47,
Qual o limite de pessoas por chamada vídeo?,3,0,7.0.1,2020-09-11 22:45:26,
Bom,3,0,7.0.0,2020-09-11 19:43:06,
Bonzinho,3,0,7.0.1,2020-09-11 18:29:28,
"Aplicativo é bom, mas hoje o aplicativo não quer entrar fica carregando infinitamente, dizendo que não tem internet, mas tem internet",3,0,7.0.1,2020-09-11 17:13:42,
Devem criar video chamda,3,0,5.12.0,2020-09-11 15:03:25,
O aplicativo parecia ótimo . Precisei desinstalar e instalar novamente só que o código de ativação não chega nunca. Gostaria de uma solução.,3,0,7.0.1,2020-09-11 15:01:59,
"O telegram desde ontem não funciona, só fica carregando e não vai. Já desinstalei e instalei de novo e continua igual.",3,0,7.0.1,2020-09-11 10:05:17,
As vezes o aplicativo só funciona com dados moveis. Então por isso 3 estrelas.,3,0,7.0.1,2020-09-11 09:51:38,
O app e bom.. só tem muitos bugs... O pior de todos e o que não conecta no wi-fi... Eu tenho net no wi-fi... Mas ele n conecta... Só conecta nos dados móveis... Resolva isso.. mim ajuda nisso e eu darei as 5 estrelas... Agradeço..,3,0,7.0.1,2020-09-11 07:52:40,
As mensagens estão demorando para cair. E deixa os arquivos pesados,3,0,,2020-09-11 07:42:08,
Na hora q pede pra colocar o numero blz mais o código n chega q estranho,3,0,,2020-09-11 03:46:00,
Porque limitaram upload ? O chã do aplicativo e vocês vão lá e barram... Sacanagem,3,5,7.0.1,2020-09-11 03:11:38,
Tem uns grupo aí q exibi pornografia infantil,3,0,,2020-09-10 22:17:20,
Parece bom,3,0,7.0.1,2020-09-10 20:34:58,
"Alguém me ajuda, pq já usei esse app antes e adorei porém tive que desinstalar, e agora quero usá-lo novamente entretanto o SMS de código não chega AAAHHHHHH",3,0,7.0.1,2020-09-10 17:07:51,
Precisa melhorar muito pra competir com o Watzap.,3,0,7.0.1,2020-09-10 16:25:49,
Já add,3,0,7.0.1,2020-09-10 13:22:12,
Bom,3,0,7.0.1,2020-09-10 13:19:51,
Gosto da praticidade de baixar mas só agora que colocaram a vídeo chamada e só pode de um,3,0,7.0.1,2020-09-10 12:19:08,
Legal Bem lega,3,0,7.0.1,2020-09-10 09:13:09,
"Ele é bom mas muitas vezes fica só no conectando e eu tenho que esperar meia hora pra voltar, já fiz de tudo e simplesmente para, o servidor dele morre e demora pra voltar",3,0,7.0.1,2020-09-10 01:11:21,
Não consigo instalar BBB ou fazer isso outro dia,3,0,3.17.1,2020-09-09 18:47:50,
Não consigo apagar mensagens de algumas pessoas dentro do grupo que faço parte. Tenho um Android.obrigada,3,0,7.0.1,2020-09-09 17:37:05,
Medio,3,0,7.0.1,2020-09-09 12:21:32,
Ruim,3,0,,2020-09-09 01:34:04,
"Ocorreu de eu ter uma conta logada com meu número, porém havia desinstalado e reinstalei novamente após um tempo. Tentei logar novamente e o app pede 5 números, entretanto, não recebo nenhum SMS relacionado pois meu chip está bloqueado, então seria de extrema ajuda fornecer um meio de logar pelo email. Agradeço desde já.",3,0,,2020-09-09 01:03:57,
"Ultimamente os vídeos que recebo nos grupos andam travando muito, os áudios e fotos carregam normalmente, o que está acontecendo?",3,1,7.0.1,2020-09-08 17:56:10,
Top,3,0,7.0.1,2020-09-08 17:45:23,
Me indicaram e estou gostando,3,0,7.0.1,2020-09-08 12:37:39,
"Ele é bom,mas o código não esta chegando a mim tem como vocês concertarem isso? Assim volto aqui e dou 5 estrelas",3,0,,2020-09-08 03:49:59,
Legal mais trava demais,3,0,,2020-09-07 21:49:20,
Razoável ors bom,3,0,,2020-09-07 19:50:45,
"Poderia colocar status, pois o telegram ia ser demais",3,0,,2020-09-07 19:31:17,
"Olha eu ainda n consegui usar o app mais acho que é bom,o motivo de eu n conseguir usar é pq meu teclado de numero tava ruim tipo travando ai eu sem querer fiz muitas tentativas erradas do codigo ai eu ja to a 2 dias esperando e nada de desbloquear.pfv me respondam",3,0,7.0.1,2020-09-07 14:57:48,
"Bom,Não tenho muito oque dizer? Mas eu dou três ☆☆☆ pq o app tem algumas coisas ruins tipo bugs nos celulare A20/J5/LGK10 e S8 O app bugou Tenho quatro amigos e esses celulares pertencem a elas(es) E trava Meus amigos tem o celulares citados acima... o meu eu LGK10",3,0,,2020-09-06 23:44:29,
Gosto de mexer com terra,3,0,,2020-09-06 22:33:07,
"Ele é mais ou menos,pirque eu tento entrar e ele não me envia o código...",3,0,7.0.1,2020-09-06 01:12:56,
"O app é maravilhoso! Muito melhor que o concorrente... Meu único ponto é que as chamadas de vídeo puxam muito a bateria, aguardo ansiosa pela próxima atualização para corrigir isso e para que nas chamadas de chata secreto não seja possível printar a tela",3,0,7.0.1,2020-09-05 18:13:23,
App muito bom mesmo. Porém não consego mais logar na minha conta,3,1,7.0.1,2020-09-05 17:57:28,
Gente não tem a verção em portugues não?,3,0,7.0.1,2020-09-05 16:26:45,
O meu as vezes não está funcionando,3,0,7.0.1,2020-09-05 11:29:51,
Podia ter status tmb o aplicativo é ótimo,3,0,7.0.1,2020-09-05 09:16:49,
É um app bom!,3,0,,2020-09-05 07:50:33,
Bom mas a ligação é péssima,3,0,6.2.0,2020-09-04 23:31:44,
"Esse app é muitoo bom igual zinho o whastapp Só que tem uma coisa quando eu baixei ele eu fui colocado em um monte de grupos e eu não sei sair deles, e eles fica mandando mensagens toda hora isso irrita um pouco",3,0,,2020-09-04 18:00:01,
Tá todo mundo dizendo que ele é bom mas eu NÃO só comigo não dá eu queria tanto baixar ele e tava dizendo que era 23MB E EU LIBEREI 32MB E ELE NAO BAIXOU!!!,3,0,,2020-09-04 15:53:29,
"Limitado. Poucos recursos. Nao permite copiar ou compartilhar audios de conversas a outros app, por exemplo",3,0,,2020-09-04 11:59:17,
Bom,3,0,7.0.1,2020-09-04 07:37:20,
Segurança??? Sim ele é protegido com criptografia. Mas não é igual ao WhatsApp ponta a ponta.,3,0,,2020-09-03 23:28:00,
não tem uma atualização.,3,0,7.0.1,2020-09-03 16:41:10,
Bom,3,0,7.0.1,2020-09-03 15:06:39,
"O app é ótimo mas parou de funcionar em um certo dia e travou na palavra ""Conectando...""",3,0,,2020-09-03 13:00:17,
"bom este app, só que podia melhorar na função de marcar a mensagem para responder, agente gem que aclicar em cima da mensagem e aguardar cerca de 2 segundo para poder responder,-la, quando seria mas fácil e rápido se apenas deslizasem para o lado,assim como wthasap... quando melhorarem isso aí volto aqui e dou as 5 estrelas e uma melhor avaliação...",3,0,7.0.1,2020-09-03 02:29:34,
"Falta na opção de ""Editar"" a funcionalidade de organizar as linhas dos textos por ordem alfabética!!!",3,0,7.0.1,2020-09-02 23:22:06,
Gosto muito de me comunicar por aqui,3,0,7.0.1,2020-09-02 23:04:16,
É muito bom gostei,3,0,6.3.0,2020-09-02 21:55:46,
"Foi boa, só acho que os emoji deveriam ficar parado ficam movimentando demais, achei bem silêncios.",3,0,,2020-09-02 16:40:52,
"é bom tlg mas pô, nmrl sla mané não me adaptei não",3,0,,2020-09-02 15:08:46,
"Não é possível formatar o texto quando está enviando uma imagem com descrição. Fora isso, ótimo app",3,0,7.0.1,2020-09-02 14:45:26,
Não tem como apagar só algumas msgs específicas? Ao invés de apagar o histórico completo?,3,0,7.0.1,2020-09-02 04:24:19,
Estou com a opção de notificação desativada mas o app continua avisando todos que entram.. o que fazer??,3,0,7.0.1,2020-09-01 22:24:19,
No comeso quando agente nao tem credito nao vem o codigo,3,0,7.0.1,2020-09-01 21:55:40,
Parece legal,3,0,7.0.1,2020-08-31 03:19:03,
Pq as minhas mensagens estão apagando melhore isso,3,0,7.0.1,2020-08-30 19:56:56,
Plágio do whatsapp,3,0,,2020-08-30 12:04:25,
"Não tô conseguindo receber o SMS , já resitalei e não dá nem pra escrever que o app trava e sai...",3,0,7.0.1,2020-08-30 11:24:37,
"Sem, anuncio , mas diminuem o tamanho...favor.... Se Concertar isso dou mais que 4.000 stars",3,1,6.3.0,2020-08-30 06:45:15,
Meio complicadinho mas funciona.,3,0,7.0.1,2020-08-29 19:10:08,
Até o momento estou gostando,3,0,7.0.1,2020-08-29 18:01:00,
Bom,3,0,7.0.1,2020-08-29 17:18:12,
"Excelente. O único problema é que não consigo sincronizar meus contatos Telegram com contatos Android. Isso me faz perder tempo identificando e editando novamente os nomes dos contatos do telegram, e ficando tudo duplicado.",3,0,7.0.1,2020-08-29 05:59:38,
O app do fica conectando... Não entra e não manda mensagem só fica o relógio como se eu não tivesse internet aconteceu só agora ...,3,0,,2020-08-29 00:42:00,
Pouca,3,0,7.0.1,2020-08-28 09:43:01,
Tenhque baixar o Zoom,3,0,7.0.1,2020-08-28 08:39:01,
"Os stickers são ótimos, mas a chamada de vídeo tem delay... :(",3,0,7.0.1,2020-08-28 00:06:07,
Boa,3,0,7.0.1,2020-08-27 13:39:51,
Eu só dou 3 estrelas porque não tem Português de Portugal. Por favor na próxima actualização ponham Português de Portugal,3,0,7.0.1,2020-08-27 13:16:53,
Mééééé,3,0,,2020-08-27 11:22:20,
"Ainda não me familiarizei. É meio evasivo, não se tem recursos para modificações como o Whatsapp! É chato, às vezes nem lembro que tenho.",3,0,7.0.1,2020-08-27 08:35:50,
"Amei o App,mas eh uma pena q n possa trazer as figurinhas do Whatsapp pra ele...por favor criadores concertem isso e aí eu dou as minhas 5 estrelas e compartilho o App pra todos os meus amigos",3,0,7.0.1,2020-08-27 01:44:44,
Excelente,3,0,7.0.1,2020-08-26 22:26:58,
"Olá! Quando escuto um áudio colocando o telefone no ouvido, ao terminar de ouvi-lo, automaticamente começa a fazer um novo áudio, sem se quer eu ter dado este comando. Acredito que seja um bug. Fora isso, o app é perfeito!",3,0,7.0.1,2020-08-26 19:29:48,
É marrom,3,0,7.0.1,2020-08-26 12:59:09,
💥Coloca ✅ STATUS 👈 LOGO 💥PARA BATER O WHATSAPP SÓ FALTA TER STATUS E TER A Opção DE IMPEDIR A MENSAGEM CHATA DE NOVOS USUÁRIOS. 💥COLOQUEM LOGO STATUS NA TELA INICIAL DO TELEGRAM PELO AMOR DE DEUS #telegramCOMSTATUSJA,3,0,,2020-08-26 00:52:05,
boa,3,0,5.15.0,2020-08-25 23:15:24,
"Após essa última atualização de hoje , o telegram fica conectando e as vezes demora minutos pra aparecer a mensagens , espero que resolvam pois uso o telegram pra trabalhar !",3,0,7.0.1,2020-08-25 23:12:41,
Bom,3,0,7.0.1,2020-08-25 23:07:20,
Gg,3,0,,2020-08-25 21:41:37,
Não gostei não consigo achar as pessoas que eu quero conversar 😞,3,0,7.0.1,2020-08-25 18:22:39,
"Não consigo fixar mensagens e outras pessoas minhas amigas, de outros países, conseguem. Porque será?",3,0,,2020-08-25 17:11:59,
Acupa muita memória,3,0,7.0.1,2020-08-25 16:09:15,
Nao uso no momento,3,0,6.1.1,2020-08-25 15:41:54,
Ele é bom mas é uma cópia de zap,3,0,,2020-08-25 13:16:42,
Bom app,3,0,,2020-08-25 12:24:30,
Divertido...,3,0,6.1.1,2020-08-25 10:06:27,
"Não gosto do aplicativo, instalei por causa da escola, lembro dos problemas que aconteceram no passado de espionagem.",3,0,7.0.1,2020-08-25 09:50:05,
Ainda não sei mexer kkk,3,0,7.0.1,2020-08-24 16:21:07,
É normal,3,0,7.0.0,2020-08-24 14:29:56,
N sei,3,0,,2020-08-24 13:25:02,
Ainda não não conheço direito de,3,0,7.0.1,2020-08-24 11:12:23,
N tava utilizando o app a um bom tempo e minha conta foi banida pq?,3,0,,2020-08-24 01:38:28,
"Não estou conseguindo instalar o App a mensagem com o código de ativação não chega no meu aparelho, o que faço?",3,0,7.0.1,2020-08-23 23:43:38,
O aplicativo é excelente mais depois que formatei meu celular não chega a mensagem de ativação e bem respondem o e-mail para me dar uma resposta estou 3 dias tentando entrar na minha conta,3,0,7.0.0,2020-08-23 22:25:30,
Só tenho uma reclamação do nada ele não quer abrir mensagem que aparece devido várias tentativas tente novamente. Tem dias que nem abro app.,3,0,7.0.1,2020-08-23 19:23:58,
"Telegram, não estou conseguindo meu código. Poderiam me ajudar? Estou muito ansiosa para usar o aplicativo de vocês mas não estou conseguindo",3,0,,2020-08-23 17:21:31,
Trava MUITO,3,0,7.0.0,2020-08-23 02:29:11,
Bom,3,0,7.0.1,2020-08-22 23:54:20,
"Ainda não tenho nenhuma experiência com o aplicativo. Acabei de aderir, espero poder ter um bom desempenho no app.",3,0,7.0.1,2020-08-22 21:48:21,
"Eu só tenho pra baixar video do spotify, mas o app é bem completo...",3,0,7.0.1,2020-08-22 16:16:11,
Ja assisti varias vezes o vídeo 1 nao vejo a hora de vender .,3,0,7.0.1,2020-08-22 13:10:11,
Será bom quando tiver status também,3,0,7.0.1,2020-08-22 12:03:29,
Não conecta . Aplicativo do nada parou de funcionar,3,0,7.0.1,2020-08-22 09:32:33,
"A câmera não está funcionando após tirar foto, ela congela na foto tirada não podendo enviar e nem consigo voltar nós botões virtuais.",3,0,7.0.1,2020-08-21 22:08:05,
Não consigo ver o código pra acessar 😭😭😭😭,3,0,7.0.0,2020-08-21 18:14:06,
"O código de verificação de número não chega pra min, pfv me ajuda",3,0,,2020-08-21 17:55:15,
Nenhuma,3,0,7.0.0,2020-08-21 13:23:00,
O app é bom. Falta ter vídeo chamadas e status. Não está fazendo download das mídias recebidas depois da última atualização e poderiam resolver o problema das notificações quando entra alguém para o telegram. Já tentei tirar e não consigo.,3,0,7.0.0,2020-08-21 11:41:01,
"Eu desinstalei e tento agora entrar ñ consigo mais. Pedem um código q ñ me enviam, o q devo fazer p voltar a usá-lo?",3,0,7.0.0,2020-08-21 10:28:51,
"O aplicativo é bom, superior em alguns aspectos aos outros, porém as vídeo chamadas estão limitadas a 17 minutos, não consigo passar disso e está consumindo muita bateria, corrigindo estes dois problemas considero que vai ficar excelente.",3,0,7.0.0,2020-08-21 00:43:34,
"O app é maravilhoso, mas por favor façam uma correção onde possa eliminar a pasta todos, qual a necessidade de manter essa pasta quando o usuário pode organizar por categorias.",3,0,4.9.1,2020-08-20 23:54:05,
"O aplicativo é ótimo, mais está bugado nessa nova versão, as ligações estão se encerrando automaticamente com 17 minutos",3,0,7.0.0,2020-08-20 22:37:45,
"é maravilhoso, sem dúvidas! mas poderia colocar pra ter status (só para os contatos) e chamadas em grupo. E figurinhas igual a do ppastahw<<<.",3,0,6.3.0,2020-08-20 22:22:32,
Achei orivel pq quando agente vai abaixar pela a segunda veis demora para mandar o código mesmo com sinal aí eu dezabaixo i manda o código aí eu abaixi dnv tento o código i não dá,3,0,,2020-08-20 19:56:34,
O aplicativo e otimo mas ainda falta chamadas em grupo.,3,0,,2020-08-20 14:11:48,
Bom,3,0,7.0.0,2020-08-20 13:24:34,
Fala muito rápido,3,0,7.0.0,2020-08-20 12:39:06,
Trava mto,3,0,6.2.0,2020-08-20 11:34:02,
Bom,3,0,6.1.0,2020-08-20 05:20:00,
Não recebo o código de verificação para baixar o app em um novo aparelho! Tente de varias formas e nada,3,0,7.0.0,2020-08-20 00:31:44,
"Na primeira vez ele nao queria enviar o codigo, por isso a avaliação ruim. Se der certo na segunda vez eu mudo a avaliação",3,0,,2020-08-19 20:16:34,
Eu gosto porém pra mim não aparece a função de fazer chamadas de vídeo e meu aplicativo já esta atualizado,3,0,7.0.0,2020-08-19 15:03:44,
"Preciso do telegrama em português, porque está em inglês.",3,0,7.0.0,2020-08-19 14:42:02,
Difícil de aprender a encontrar séries e novelas turcas,3,0,7.0.0,2020-08-18 23:12:31,
Mais ou menos.,3,0,7.0.0,2020-08-18 22:12:17,
"É muito bom o app mas precisava por status, story, se não fosse isso seria muito mais ainda",3,1,,2020-08-18 20:52:07,
Bom,3,0,7.0.0,2020-08-18 14:39:28,
Muito bom,3,0,,2020-08-18 08:17:20,
"Ainda não tenho uma opinião formada, acabei de instalar.",3,0,6.3.0,2020-08-17 20:54:19,"Bem-vinda, volte para nos avaliar quando tiver uma opinião! :)"
Aplicativo demorando para entrar de um grupo para outro,3,1,,2020-08-17 12:21:02,
Bom demais,3,0,7.0.0,2020-08-17 09:44:50,
O único motivo para dar uma estrela é porque eles não enviam o código de ativação e mesmo eu mandando reclamação para o email deles eles não fizeram nada. Não consegui nem ter a experiência de usar o App e dar uma opinião.,3,120,6.3.0,2020-08-17 01:35:47,
"É muito bom porém, tenho uma reclamação. Precisei desinstalar e quando instalei novamente não conseguir abrir com o mesmo número. Achei que deveria avaliar essa questão.",3,0,,2020-08-17 00:12:56,
Tem que melhorar imagem da chamada de vídeo tá péssima,3,0,7.0.0,2020-08-16 22:14:18,
Sem notificação,3,0,7.0.0,2020-08-16 21:41:26,
"Aída não usei, com certeza deve ser ótimo",3,0,7.0.0,2020-08-16 08:43:47,
Toda vez que saio do app meu tema volta ao padrão e eu tenho que colocar tudo de novo,3,0,7.0.0,2020-08-16 00:58:29,
"Não sabem porque hidroxicocloroqina os esquerdas proíbem o seu uso no Brasil ? Somente porque salva vidas, eu mesmo perdi um parente por não ter sido medicado com este medicamento tão barato.",3,0,,2020-08-16 00:33:40,
E melhor q o whatzap so nao do 5 estrelas.por q a interface nao e limpa e falta usuarios,3,0,6.3.0,2020-08-15 19:21:11,
Gente estou a procura de uma vaga de emprego para porteiro pois tenho experiência nessa área mais de 12anos de carteira assinada.quem poder tá me dando uma ajuda agradeço sou pai de família e estou parado no momento.,3,1,,2020-08-15 11:20:45,
Gostei,3,0,,2020-08-15 06:12:43,
Vai melhorando e agente vai avaliando.,3,1,7.0.0,2020-08-14 23:24:09,
Não recebo o código,3,1,7.0.0,2020-08-14 19:07:45,
"O app é bom,mas está faltando chamada de voz e vídeo no grupo, seria legal colocasse por lá tbm.",3,1,7.0.0,2020-08-14 18:52:53,
🤞,3,0,6.1.0,2020-08-14 14:41:13,
"Eu achei muito bom, legal mais só não coloco 5 estrela por que precisa de wi-fi. ♥️",3,0,6.1.0,2020-08-13 17:37:24,
"Esse aplicativo e ótimo sem dúvidas bem melhor que o whatsapp,mas eu tô com um probleminha ele tá travando pra mim na hora de escrever e enviar mensagem si puderem me ajudar eu ficaria agradecido.",3,10,6.3.0,2020-08-13 17:10:05,
"São muito invasivos, e estão passando mensgs para meus contatos, não quero isso. Podem parar!!!",3,1,6.3.0,2020-08-13 12:37:55,"Olá! O Telegram não envia nenhuma mensagem em seu nome, nem mesmo mensagens automáticas. Por favor, entre em contato conosco no suporte em Configurações – Fazer uma Pergunta se precisar de ajuda."
Hj,3,0,,2020-08-13 09:11:16,
Bosta,3,0,,2020-08-12 18:46:27,
Precisar ter aplicativos de chamadas de vídeo,3,0,6.3.0,2020-08-12 18:10:19,Olá! Nossas chamadas de vídeo já estão disponíveis. Experimente!
Bom,3,0,6.3.0,2020-08-12 13:21:45,
Boa ferramenta . Pena que não uso,3,0,6.1.1,2020-08-11 23:49:59,
Bom,3,0,6.2.0,2020-08-11 19:56:02,
"É um bom aplicativo para troca de mensagens, porém deixa muito a desejar no quesito que possibilita ver se a outra pessoa está ""escrevendo"", ele constantemente buga. Dentre outros bugs, durante chamadas de voz.",3,0,6.3.0,2020-08-11 14:28:27,
Esse app e orrivel n da nem para apagar mensagens so da para apagar as suas mensagens eu prefiro o whatsap,3,0,6.3.0,2020-08-11 13:57:39,
"Não estou gostando, vídeos q recebo não carregam nem com wi-fi, só carregam na rede.movel e come todos.os meus dados....e não é a configuração do meu telefone.. ao sei o q fazer...",3,0,6.3.0,2020-08-11 07:39:00,
Porquê vocês não atualizam o Telegram para criar grupos secretos também ao invés só de um chat secreto? Seria muito bom...,3,0,6.3.0,2020-08-11 07:30:31,
Precisa melhorar mais Cada vez mais.,3,0,,2020-08-10 21:57:02,
"Como q Fasso para colocar o código, eu nn recebi nenhum código até agora",3,0,6.3.0,2020-08-10 15:34:14,
O AP e bom mas quando entra para botar cdg eles n mandam e aí n consigo usar!,3,0,6.3.0,2020-08-10 14:59:52,
Top,3,0,6.3.0,2020-08-09 23:21:31,
🇫🇴🇫🇷🇪🇸🇬🇦🇪🇹🇪🇹🇪🇸🇪🇷🇪🇬🇪🇪🇪🇬🇪🇷🇪🇹🇪🇺🇪🇺🇪🇺🇬🇧🇬🇦🇬🇦🇫🇷🇫🇷🇫🇴🇫🇲🇫🇯🇬🇬🇬🇭🇬🇧🇬🇮🇬🇬🇬🇬🇫🇲🇫🇴🇫🇴🇫🇴🇫🇲🇫🇲🇫🇴🇪🇹,3,0,,2020-08-09 14:30:37,
Bom,3,0,,2020-08-09 02:24:46,
Legalzinho,3,0,,2020-08-09 01:39:26,
Pra ficar melhor só faltou ter status ai seria 5 estrelas,3,0,6.3.0,2020-08-08 16:35:54,
"É bom,mas não é popular",3,0,,2020-08-08 13:45:53,
Faltou explicar como funciona para que serve,3,0,6.3.0,2020-08-08 08:12:53,
Bom mas pra ser melhor seria ter opção de chamada de vídeo e status. Providenciem.,3,0,6.3.0,2020-08-08 00:34:04,
Sfdr,3,0,,2020-08-07 18:57:07,
"Entrei agora não conheço seu serviço,esoero que seja ótimo.",3,0,6.3.0,2020-08-07 08:48:00,
Funciona,3,0,,2020-08-07 06:52:28,
"muito bom o aplicativo, mas agora as fotos estão numa qualidade terrível",3,0,6.3.0,2020-08-07 02:46:27,
O número de celular só invalido vou ter desinstalar desculpe 🙁,3,0,6.3.0,2020-08-06 18:14:39,
Não consigo enviar mensagens para numeros de outro país,3,0,6.3.0,2020-08-05 22:57:40,
Razoável,3,0,6.3.0,2020-08-05 00:02:39,
Tive uma boa experiência com o app.,3,0,6.2.0,2020-08-04 19:06:44,
Legal,3,0,,2020-08-04 17:09:48,
"Não estou conseguindo acessar meu telegram. Aparece a mensagem : Muitas tentativas, por favor tente depois.",3,0,6.3.0,2020-08-04 15:13:48,
"muito bom ,porém tem que mudar algumas coisas😐",3,0,6.3.0,2020-08-04 08:21:26,
Não está enviando o sms,3,0,,2020-08-04 00:36:02,
"Ele deixa o computador travando. Por isso, eu dei apenas tres estrelas.",3,0,,2020-08-03 23:05:42,
"eu goxto de la,so que la n me trose boas pessoas e afins..",3,0,,2020-08-03 22:47:47,
Rasoavel,3,0,6.3.0,2020-08-03 21:15:11,
Bom,3,0,,2020-08-03 20:41:17,
Não recebo o código por SMS de jeito nenhum. Já não sei mais o q fazer.,3,0,6.3.0,2020-08-03 14:15:03,
"Ótimo App, porém não consigo baixar os vídeos mais,o que está acontecendo?",3,0,6.3.0,2020-08-03 14:06:16,
"Falta mais informações, não consigo apagar mensagens",3,0,,2020-08-03 09:40:28,
Não consigo apagar as mensagens e não dá p reenviar p outros aplicativos,3,0,6.3.0,2020-08-03 09:17:35,
Médio,3,0,,2020-08-02 22:31:43,
Eu,3,0,6.3.0,2020-08-02 19:28:30,
"Não consegui me encontrar com este aplicativo ainda, acho que ele deveria ser mais claro em matéria de elucidar nossas mentes pra entender mos melhor e pra poder usufruir dos seus conhecimentos.",3,0,6.3.0,2020-08-02 18:01:44,
Muito bom,3,0,6.3.0,2020-08-02 15:00:37,
Ameiii sò que trava mt,3,0,6.2.0,2020-08-02 11:02:13,
Meu telegram não abre .só fala que ta conectando,3,0,6.3.0,2020-08-01 23:14:13,
por algum motivo meu celular não está recebendo o código de maneira nenhuma,3,0,,2020-08-01 17:38:53,
Bom mais não tem nada ecepicipnal,3,0,,2020-07-31 21:17:04,
"Faz uma propaganda de poder enviar 2gb de arquivos, e não consegue manter a resolução de uma foto, só rindo memo em, e vamos de continuar dando informações pro Facebook vazar",3,0,6.3.0,2020-07-31 21:11:31,
"O aplicativo é muito bom, melhor que praticamente todos os aplicativos de mensagens porém estou tendo problema de receber notificação de chat. Não faz som, nem aparece o ícone, nem popup. Como se não tivesse recebido nada e a prioridade da notificação do chat está como urgente. Já revisei toda a configuração de notificação do aplicativo e do dispositivo.",3,0,6.3.0,2020-07-31 18:11:39,
Fui bloqueado parcialmente sem ter sido notificado para me defender. POR FAVOR me liberem. Não posso criar grupo e não posso postar em grupo público,3,0,6.3.0,2020-07-31 16:25:55,
"Ao acessar um grupo específico pela notificação, ao sairmos, não conseguimos entrar nos outros grupos - e como se o touch screen estivesse quebrado. Temos que sair do aplicativo e entrar novamente para acessar os outros grupos. Versão 6.3.0 Android 10",3,1,6.3.0,2020-07-31 13:28:23,"Robson, não consegui entender muito bem a situação. Me envia uma mensagem nas Configurações - Fazer uma Pergunta e adiciona a tag #playstore à mensagem, por favor? Assim podemos conversar sobre as notificações."
Gostaria de conhecer esse aplicativo,3,0,,2020-07-31 11:35:25,
"""Muitas tentativas, Porfavor tente depois"" essa é a mensagem que aparece no meu, já faz 2 dias",3,0,6.3.0,2020-07-31 01:22:45,
Não estou conseguindo falar com ninguém,3,0,6.3.0,2020-07-30 21:08:02,
"Não uso, mas deixa ele, quem sabe uma hora",3,0,6.3.0,2020-07-30 21:07:42,
Comecei a usar agora é cedo pra avaliar.,3,0,6.3.0,2020-07-30 21:05:47,
Como abaixar telegrma,3,0,,2020-07-30 20:59:47,
Removeram a opção de procurar fotos na internet.,3,0,6.3.0,2020-07-30 10:16:32,
Excelente aplicativo. Porém faltou somente chamadas de vídeo.,3,0,4.8.6,2020-07-30 07:52:51,
Gostei,3,0,6.2.0,2020-07-30 02:29:14,
"Vou da 3 estrelas,pois podiam ter colocado pra vê quem compartilhou a nossa publicação, eu tenho um grupo de 2k500,queria poder vê quem está copiando o que eu mando no grupo. Obrigado pela atenção,se forem atender meu pedido.",3,0,6.3.0,2020-07-30 01:44:26,
Trava bastante durante a ligação.,3,0,6.3.0,2020-07-30 00:07:46,
Bom,3,0,,2020-07-29 22:56:24,
O App é bem legal. Porém deveria ter a opção de receber notificações ou não a cada membro que entra no grupo. É complicado vc receber notificações que não são mensagens.,3,0,,2020-07-29 22:40:10,
Não entendo nd todo mundo fala de uma fez só,3,0,,2020-07-29 16:50:25,
Como interagir ?,3,0,6.2.0,2020-07-29 12:04:30,
"Bom, o aplicativo é bom, mas tem muitos erros ele manda fotos qndo quer, e pra mandar um vídeo é um Deus nos acuda,ele da erro muitas vezes ao mandar fotos, audios, msgs, ele não reenvia, tem que gravar várias vzs , também não sei qual é a dificuldade para fazer chamada de vídeo ele apresenta muitos bugs, às vezes manda uma foto, às vezes não, o aplicativo é bom e leve, mas tem que melhorar em muita coisa, não sei como um aplicativo desse patamar não pode realizar uma chamada de vídeo :(",3,2,6.3.0,2020-07-29 11:40:09,
trava e demora entra,3,0,,2020-07-29 10:31:17,
"Como não tenho Whatsapp, eu tentei instalar o telegram pra ver se é a mesma coisa, no começo, a experiência foi boa, mais uma coisa que senti falta foi, coloca status de 30 seg, Chamada de vídeo, chamadas em grupo de até 8 pessoas, coloquem isso para os usuários do telegram, ou o concorrente de vcs vão falir vcs, que está muito perto",3,0,6.3.0,2020-07-29 09:26:54,
"O app parece ser mt bom pelo q me falaram, ms eu estou tentando entrar ja faz 12 horas. Eu não recebo NENHUM SMS, ent eu tentei um código aleatório e, simplesmente, ele bloqueou tudo. Diz que eu ja fiz muitas tentativas, e que devo tentar mais tarde. A questão eh que ja se passou 12h e eu ainda n consigo colocar meu número. Eu queria que vcs me ajudassem com isso. Obrigada.",3,0,6.3.0,2020-07-29 01:03:16,
Ainda estou aprendendo a usar.,3,0,6.3.0,2020-07-29 00:32:25,
Bom,3,0,6.2.0,2020-07-28 18:22:05,
Gostei mt,3,0,5.12.1,2020-07-28 15:16:33,
"Deveria ter opção de status só pra contato tipo Whatsapp,perfeito gostei",3,0,6.3.0,2020-07-28 12:44:10,
