content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
"Também não consigo acessar. Aparece erro, como se não estivesse conectado, agora entendo q é um problema no app. Agora que desinstalei e reinstalei nem abre mais, aparece só a logo.",1,6,2.2.435197.0,2021-11-10 21:07:07,,
"Não é possível que a Alexa seja tão lenta assim ( app ) meu celular é dos bons, porém cada função do app demora pra aparecer, clica e tem que ficar esperando ..nada ABSOLUTAMENTE NADA tem resposta rápida ( já desinstalei e instalei ) alguém me ajuda ?",1,1,2.2.427576.0,2021-11-06 16:11:21,,
"Ao tentar fazer login no app, ele fecha, não funciona. Já desinstalei, reinstalei, e nada. Meu login na Amazon é do Hotmail, não quero fazer outra conta com o Gmail ou qualquer outro email.",1,2,2.2.435197.0,2021-11-14 22:54:46,,
"A 3 dias que meu app não abre mais, só apresenta a informação ""a conexão atingiu tempo limite, tente novamente mais tarde"" não sei o que está acontecendo, porém aconteceu depois da atualização do app. Preciso de ajuda.",1,18,2.2.432925.0,2021-11-02 11:20:11,,
"Aplicativo extremamente pesado, não funciona com fluidez. Várias abas demoram muito para carregar ou carregam com erro. Precisa de uma versão mais leve e mais funcional!",1,1,2.2.433151.0,2021-11-09 22:02:12,,
"O aplicativo era muito bom mas Não sei o que aconteceu, mas tinha minhas rotinas definidas no aplicativo, agora não consigo adicionar apagar a luz ao dizer Boa noite ou acender ao dizer bom dia porque tiraram estás opções das rotinas? Espero que volte esta opção era muito bom.",1,3,2.2.433151.0,2021-11-08 23:21:55,,
"Estou vendo vários comentários como o meu agora. Está quase impossível de utilizar o APP aqui no meu S20FE. Delay inacreditável nas funções ! Outras nem abrem. Não consigo fazer nada funcionar! Fica esperando, esperando e nada. Não dá nem pra configurar a echodot, que só está funcionando graças ao fiz há tempos atrás. Gente! Vamos consertar isso? Tenho certeza que tem gente capaz aí.",2,11,2.2.433151.0,2021-11-03 20:08:45,,
"A cada atualização, piora mais. Melhor trocarem os desenvolvedores. Está travando muito, e demorando para carregar as páginas, quando carrega. Isso em um note 20 ultra.",1,3,2.2.435197.0,2021-11-10 22:42:14,,
"Acredito não ter uma real experiência do que o app se dispõe a fazer... Os comandos sempre falham e deixa muito a desejar, alem de ficar pedindo login depois de algumas horas sem uso. Por isso não atendeu o mínimo bdas minhas expectativas depois de ver alguns vídeos de pessoas falando.",2,24,2.2.427576.0,2021-10-14 07:47:22,,
"APP era ótimo! Faz uma semana que não consigo acessar as skills, rotinas, alarmes etc. Praticamente não consigo fazer mais nada pelo APP. Poxa, estava funcionando super bem e agora está esse lixo. Decepcionado...",1,4,2.2.432925.0,2021-11-08 19:14:09,,
"Esperava um equipamento mais interativo e ""inteligente"". As dicas de perguntas, piadas, imitações são para crianças. As notícias precisam ser selecionadas Uol, cnn e nem sempre estão disponíveis. Sinceramente, esperava muito mais. Para apenas ouvir músicas, tenho outros equipamentos melhores e mais seletivos.",2,27,2.2.427576.0,2021-10-10 10:35:36,,
"O app era bom, um pouco lento mas funcionava. Agora ele não abre mais. Simplesmente da erro ao iniciar e não abre. Já forcei parada, desinstalei e nada. Agora não consigo mais acessar as configurações da minha echo dot",2,8,2.2.432925.0,2021-11-02 20:00:38,,
"Horrível plataforma de configuração, uma vergonha, são mais de 4 horas já pra tentar configurar um dispositivo echo 8 show e não dá certo, além de ter que pagar nada funciona direito já plataforma de configuração, pior sistema já utilizado na minha vida, vocês precisam modificar urgentemente isso!",1,27,2.2.430534.0,2021-10-24 12:00:54,,
"O que a alexa tem de bom esse aplicativo tem de ruim. Demora a abrir, trava constantemente e nao carrega as abas como deveria. Apesar de ter atualizado, nao consigo entrar nas rotinas quando quero apenas quando é da vontade do próprio aplicativo. Fico dias sem conseguir acessar essa funcionalidade.",2,2,2.2.435197.0,2021-11-17 08:27:28,,
Pessimo depois da última atualização o aplicativo ficou inutilizável ao abrir fica apenas tela preta. Já desinstalei e reinstalei diversas vezes e o problema persiste também tentei o acesso por Wi-Fi e 4g e o mesmo problema ocorre.,1,2,2.2.435197.0,2021-11-15 12:42:20,,
"As vezes o App travava muito e parava de tocar música, enqto eu estava no carro. Deixei de usar. Agora não acesso as rotinas pra excluir algumas. Ja limpei cache, desinstalei e instalei...falei com suporte...e nada. Samsung galaxy note 9, one uo 2.5 e firmware original.",1,4,2.2.433151.0,2021-11-07 16:48:43,,
"Como excluir o perfil de uma pessoa que não usa mais Alexa na minha conta? Muito ruim não ter esta opção! E sim, já fui no site pelo PC e diz que não é possível excluir contato que usa Alexa, mas minha mãe não usa mais, inclusive não usa por ser impossível ligar a partir dos dispositivos Echo pro aplicativo Alexa no smartphone dela, serviço horrível, por isso sou obrigado a ter Google Nest Mini só pra ligar pra ela pelo Google Duo.",1,0,2.2.432925.0,2021-11-10 17:06:02,,
"Vou dar só uma estrela porque o aplicativo não está funcionando, fica numa tela preta, informa que já atingi o tempo limite e não consigo configurar o wi-fi para usar o dispositivo.",1,0,2.2.432925.0,2021-11-09 11:39:30,,
"Não funciona mais. Apenas uma tela preta. Já reiniciei, desinstalei e baixei novamente, entrei em contato com o suporte por telefone e nada. Não consigo mais gerenciar meus equipamentos. O jeito vai ser trocar pelo Google Home.",1,3,2.2.432925.0,2021-11-09 07:50:28,,
"O aplicativo era ótimo, mas já há mais de uma semana que não consigo configurar meus alarmes ou lembretes. Sou direcionada para uma tela de carregamento eterna, uma pena pois gosto muito da minha Alexa.",2,2,2.2.432925.0,2021-11-08 00:42:12,,
"Depois da atualização parou de funcionar, esse mini update também n revolveu! ""A conexão atingiu o tempo limite. Tente novamente.""",1,1,2.2.432925.0,2021-11-10 05:08:40,,
"Já faz uma semana que o aplicativo só funciona pelo 4g, se eu coloco no wifi ele ou não abre fica na tela preta ou se consigo abrir fica carregando eternamente as funções. Vi um comentário falando que não está funcionando no wifi, testei no 4g e funcionou até rápido 🤡🤡🤡🤡",1,5,2.2.432925.0,2021-11-06 00:14:46,,
"Horrível, aplicativo muito lento e quando tento logar na minha conta fica na tela preta e aparece uma mensagem ""a conexão atingiu o tempo limite"" tenho 1 echo dot 3° geração e não consigo usar ela por causa disso!!!",1,4,2.2.432925.0,2021-11-05 15:57:46,,
O aplicativo não funciona no Wi-Fi. Consegui instalar na minha rede de dados da minha operadora. Há algum problema com está versão. O meu amigo tem uma versão anterior e funciona normalmente.,1,9,2.2.432925.0,2021-11-01 19:04:01,,
"Atualmente o aplicativo não funciona no wi-fi, com a ajuda dos comentários dos outros usuários descobri que no 4G conseguiria configurar meus dispositivos. Aguardando a resolução desse problema",1,3,2.2.435197.0,2021-11-13 20:49:07,,
"Já estou de saco cheio desse app e da própria alexa. Fica dizendo que não tem conexão esse app, a alexa para de tocar os sons que peço sem motivo. Melhor irem para o google",1,2,2.2.435197.0,2021-11-14 16:07:06,,
"O aplicativo trava muito, mesmo você tendo um telefone topo de linha! Hoje tem exatamente uma semana que o app está com problema, dando erro ao abrir. Amazon até agora não disponibilizou uma atualização corrigindo o bug",1,7,2.2.432925.0,2021-11-06 10:16:05,,
"O aplicativo é muito ruim. Extremamente lento, cheio de bugs, vive tendo algum problema ou dificuldade para realizar as ações. A Alexa até que funciona relativamente bem para comandos simples, mas para ser útil de verdade tem que evoluir muito.",2,29,2.2.426944.0,2021-10-03 18:13:07,,
"Nos últimos meses a programação que eu criei para ela me falar as notícias quando eu digo ""Bom dia"" está um lixo. Na sexta-feira eu ainda estou ouvindo notícias repetidas da segunda-feira. Cara, isso é ridículo. Quero ouvir notícias do dia, não quero ter que ficar ouvindo coisa repetida todos os dias. Corrijam isso.",1,2,2.2.435197.0,2021-11-11 06:56:15,,
"Parou de funcionar do nada. Não sincroniza mais música, não abre o que está reproduzindo, ficou praticamente inútil. Já reinstalei e nada. Complicado.",1,0,2.2.432925.0,2021-11-08 19:48:26,,
"Horrível. Inadmissível um produto tão popular ser oferecido com um aplicativo tão tosco quanto esse, que simplesmente não funciona. Não recomendaria a ninguém comprar o Alexa. Totalmente decepcionado.",1,0,2.2.432925.0,2021-11-09 21:15:03,,
"Aplicativo lento e quando você pede pro dispositivo reproduzir rádio. Não se consegue controlar o volume pelo App. Péssimo para música ambiente a noite, volume 1 é muito alto.",2,1,2.2.427576.0,2021-10-19 00:08:26,,
"Extremamente lento, meu celular é de última geração, minha Internet é excelente, mas demoro uma eternidade para criar uma rotina, as vezes tenho que fechar o app e recomeçar a configuração",1,8,2.2.432925.0,2021-11-01 22:10:04,,
"Alexa perdeu todos os lembretes, já é a 3 vez! Muito decepcionante. Pra mim uma funcionalidade essencial. Se continuar assim muito difícil indicar echo dot e vou trocar para a da concorrente.",1,8,2.2.430534.0,2021-10-21 09:27:38,,
Pode melhorar Muito lento. Confuso parear e manter novos dispositivos em grupo. Muito bagunçado pra mexer. Não integra outros App do grupo. Ainda tem muito a melhorar.,2,5,2.2.430534.0,2021-10-20 19:26:41,,
"Depois da última atualização o aplicativo não tá abrindo as configurações dos dispositivos, limpei cachê e armazenamento e depois de inserir os dados novamente fica todo preto não abre nada",2,2,2.2.435197.0,2021-11-13 19:56:07,,
"Cara fala sério, se esse barulho irritante veio de uma atualização, só tira logo porque tá passando vergonha. Ridículo esse toque quando vc chama a Alexa, parece que ela está estragada",1,5,2.2.432925.0,2021-10-31 23:11:38,,
"Estou tendo muito problema em usar o app, abre, aparece o logo, e depois tela preta, e por fim aparece uma janela informando falha de conexão, o app está inutilizável, tentei desinstalar e reinstalar e o erro persiste, atualizem e solucionem o erro o quanto antes",1,5,2.2.432925.0,2021-11-05 08:24:06,,
"Desde a primeira versão a usabilidade eh um lixo. Aplicativo leva séculos pra mudar de aba. A retardada da Alexa tem problemas o tempo todo, mas, pra receber os 22 reais por mês, nunca falha. O Besos deveria se preocupar mais com os problemas que ele cria aqui na Terra, antes de inventar viagens espaciais. Pagamos pelo serviço de streaming, e ele eh falho, qse. Sempre.",1,0,2.2.432925.0,2021-11-12 16:29:43,,
"O aplicativo funciona de forma muito lenta e com muitos bugs, os dispositivos echo são ótimos, mas atrapalha muito não ter um app compatível com eles.",1,6,2.2.427576.0,2021-10-06 22:36:48,,
"Essa ultima atualização corrigiu bugs mas criou outros. O app foi atualizado no celular, mas minha echo 4 não foi e quando mando ela procurar atualização, ela não acha (apesar do próprio aplicativo indicar que existe).",2,3,2.2.426944.0,2021-10-03 18:54:23,,
"Muito lento as respostas, click em um ícone e demora muito para abrir. Pela estrutura da empresa fabricante, o aplicativo poderia ser melhor.",2,2,2.2.432925.0,2021-11-04 18:50:04,,
Alexa dever ser muito bom. Mais que pena não tem como usar ela com maos livres e sem precisar echo dot. Era pra ter forma fácil. E com esse sistema para Android sem nenhuma burocracia. Aguardo respostas,2,2,2.2.426944.0,2021-10-19 23:25:23,,
"O App tem deixado a desejar!! Minha casa é toda automatizada. Uso a Alexa e o app tbm, porém de uns meses pra cá o app tem ficado muito lento!! Ta horrivel",2,4,2.2.427576.0,2021-10-15 16:54:32,,
"Fiz parte do programa de teste antes da Alexa ser oficialmente lançada no Brasil, e notei que a Alexa tem ficado cada vez pior, entendendo errado com muito mais frequência.",1,1,2.2.432925.0,2021-11-15 10:40:27,,
"Não funciona devidamente. Esse serviço não entrega tudo aquilo que oferece, principalmente em termos de reconhecimento de comandos e de eficiência.",2,1,2.2.427576.0,2021-10-22 10:15:25,,
Horrível você entra no aplicativo da tela preta e fala que o tempo de conexão expirou sendo que aqui em casa é 240mbps. E vc desisntala e instala e continua o problema.,1,1,2.2.435197.0,2021-11-17 16:36:31,,
"O aplicativo é muito ruim. Devagar demais, as vezes trava e você não consegue configurar rotinas e outras coisas pelo app.",1,0,2.2.435197.0,2021-11-15 19:45:26,,
"Desde a última atualização que não consigo usar. Preciso reinstalar meu echo e não consigo. Já reiniciei, reinstalei e nada funciona. Tela preta e atingiu o tempo limite",1,4,2.2.432925.0,2021-11-05 16:13:31,,
"Aplicativo muito lento, pensei que fosse problema com a conexão, mas a minha Internet é 300 Megas na fibra ótica, melhorem isso, Aplicativo lento demais!",1,3,2.2.426944.0,2021-10-03 18:10:28,,
"Muito ruim, trava o tempo todo, confirma as informações e nao vai, coloca ON o despertador e o comando nao funciona. Deveriam deixar o app mais fluido e com melhor funcionamento!",2,5,2.2.432925.0,2021-11-03 01:36:07,,
"Muito ruim, não está conectando com o Spotify pelo aplicativo, apenas no echo dot. Não tem todas as opções de streaming de vídeo e áudio para abrir, como tem o ""ok Google"".",2,4,2.2.427576.0,2021-10-10 16:45:07,,
O app parou de funcionar e está travando em todos os dispositivos. Não consigo mais acessar e controlar meus echo pela casa. Preciso de solução ou vou migrar pro concorrente na Black friday.,1,1,2.2.432925.0,2021-11-09 18:57:26,,
"Não estou conseguindo acessar o aplicativo, coloco a senha e a tela fica preta e não abre nada. Dá pra resolver esse problema não consigo configurar a minha Alexa pq o aplicativo não funciona. Ou vcs resolvem ou vou devolver a Alexa pq só dá pra fazer as configurações com o aplicativo",1,0,2.2.432925.0,2021-11-08 21:14:49,,
"Aplicativo ruim, lento, não conecta com o dispositivo. Segui todo o procedimento que me foi enviado pelo suporte, mas nada feito. Continui tendo mesmo problema. E uma pena !",1,0,2.2.432925.0,2021-11-09 00:22:46,,
"Meu aplicativo não abre mais :( Eu faço o login e a tela fica toda preta, não consigo acessar nada. Já desinstalei e reinstalei, já reiniciei o meu cel e continua assim.",1,5,2.2.432925.0,2021-11-05 09:54:13,,
"Ganhei uma Alexa de presente e não consegui instalar, o app só fica com a tela preta e depois aparece uma mensagem de tempo de conexão.",1,0,2.2.435197.0,2021-11-11 13:01:37,,
"Não consigo mais utilizar meu app, quando eu logo fica tela preta e depois diz que o tempo limite foi ultrapassado, em qualquer dispositivo",1,1,2.2.435197.0,2021-11-10 11:59:26,,
"O aplicativo NÃO Funciona para ler! Eu já fiz o possível e o impossível. Coloco pra ler um livro da minha biblioteca do Kindle, ele lê algumas páginas e depois fica repetindo os mesmos trechos e não sai do lugar!!!! Já não sei mais o que fazer!!!!",1,19,2.2.427576.0,2021-10-09 17:11:10,,
"Instalei o app no Android e na primeira vez pede o login na Amazon, a tela seguinte é preta, nada funciona. Até chegar o aviso que o tempo acabou.... não funciona",1,2,2.2.432925.0,2021-11-07 17:08:45,,
"App não funciona no meu celular, quando acesso, a tela fica preta, depois de algum tempo, mostra um aviso de que o tempo excedeu.",1,8,2.2.433151.0,2021-11-02 23:50:08,,
"A skill do Spotify não funciona mais nesse aplicativo. Partiu concorrência, o Google não deixaria isso acontecer!",1,1,2.2.435197.0,2021-11-16 15:05:35,,
"Péssimo. As skills de notícias são redundantes e repetem as informações de dias anteriores, ao mudar um email seu calendário se torna inacessível. Só serve mesmo como uma caixinha de som mais oi menos",1,0,2.2.432925.0,2021-11-08 20:40:51,,
"Funcionava muito bem, porém agora não importa o quanto eu pronuncie ""Alexa"" não ativa. Já refiz a configuração de voz e mesmo que nada.",2,3,2.2.427576.0,2021-10-07 07:49:56,,
"Aplicativo não funciona mais. Tento configurar e aparece como ""Tempo de conexão esgotado"". Frustante.",1,3,2.2.432925.0,2021-11-05 10:54:07,,
"Estou achando o aplicativo péssimo. Muito lento, vive travando. Além disso, tive que trocar o nome do meu Wi-Fi e não consigo reconfigurar meu dispositivo echo dot.",1,4,2.2.432925.0,2021-11-01 23:45:39,,
"Não responde as solicitações por voz, ex: Toca a playlist Deezer e lá não toca , toca a playlist Spotify ela não toca, então falta melhor e muito : não dá para se comprar com o Google assistente",1,0,2.2.435197.0,2021-11-20 08:46:37,,
"O melhor assistente pessoal, mas o pior app possível, cheio delay, você toca em uma função e espera alguns segundos. Bem diferente do principal concorrente que é bem ágil o app",1,0,2.2.435197.0,2021-11-15 16:47:39,,
O alarme poderia ter a opção de colocar pra te acordar com uma playlist do Spotify ou Amazon Music a sua escolha e assim começa o dia mais animado ou na sua folga poder ficar de boa ouvindo uns música logo pela manhã.,2,2,2.2.430534.0,2021-10-26 05:08:19,,
"Tô tendo uma experiência horrível com esse app, só aparece A CONEXÃO ATINGIU O TEMPO LIMITE. E não consigo configurar minha ECHO DOT.",1,0,2.2.435197.0,2021-11-15 14:02:58,,
"Comprei hj echo dot e o aplicativo não funciona, realizei o cadastro e depois fica numa tela preta e perde sinal de conexão... Gostaria de obter uma resposta sobre o aplicativo.",1,1,2.2.435197.0,2021-11-13 21:28:14,,
"oque esta acontecendo com app Alexa, nao abre, fica apenas uma tela preta, ja tentei de tudo, já instalei até em outro cel achando que o problema era no meu aparelho, Amazon fazendo vergonha, agnt paga caro em um produto e nao consegue usá-lo por conta de erro deles, indignado",1,3,2.2.432925.0,2021-11-07 23:08:22,,
Uma droga!!! Parou de funcionar e reinstalei. Fica pedindo o OTP mas só funciona por voz e após colocar o OTP fica tudo preto e não funciona,1,1,2.2.432925.0,2021-11-09 13:14:10,,
"Precisa tocar nossas playlists do Deezer. Interface pouco fluida, demora muito a executar um ajuste ou comando.",1,1,2.2.435197.0,2021-11-11 12:20:36,,
O aplicativo parou de funcionar. Não sai da tela preta e depois de um tempo diz que o tempo de conexão expirou,1,1,2.2.435197.0,2021-11-17 10:35:19,,
"App está inutilizável Logo após o login, é instaurando uma tela preta e logo depois uma mensagem de timeout...",1,1,2.2.435197.0,2021-11-16 14:55:01,,
"Não estou conseguindo acessar os dispositivos. O App sempre foi muito lento , mas agora está impraticável.",2,0,2.2.435197.0,2021-11-15 18:22:25,,
Sugestão Poderiam adicionar Widgets para Rotinas não é sempre que queremos falar '' Alexa Ligar Luz.. Um botão já resolveria muita coisa.,2,2,2.2.435197.0,2021-11-14 20:32:09,,
"A skill do Spotify parou de funcionar completamente do nada, várias pessoas tão reclamando do mesmo problema nas avaliações da skill, por favor arrumem!",2,2,2.2.433151.0,2021-11-03 22:25:36,,
"Embora não tenha o que reclamar do Echo Dot, o app é horrível. Trava demais e é lento, mesmo em tarefas que deveriam ser normais, como ler um livro do Kindle.",2,1,2.2.427576.0,2021-10-10 20:10:32,,
"Funcionava, agora parece que estamos na pré história da inteligência artificial, no início dos anos sessenta.",1,0,2.2.435197.0,2021-11-13 08:54:08,,
"Podia ter opção de desativar led do relógio por agendamento, igual a rotina de controlar volume. Vários erros de execução dizendo múltiplos itens chamando X mas não existe múltiplos",2,0,2.2.427576.0,2021-10-18 23:17:18,,
"Ruim... do nada para de tocar as músicas e podcasts... E demora demais para abrir o app e mesmo aberto, demora para responder...",1,6,2.2.430534.0,2021-10-28 12:44:50,,
"Péssimo. Nao percam tempo de abaixar isso, nao funciona, trava, nao toca a música certa, pior app q eu vi .",1,6,2.2.430534.0,2021-10-23 15:32:47,,
"Lento pra passar uma musica tem um baita delay não importa a conexão, demora pra desconectar de dispositivo e conectar em outro, péssimo!",1,1,2.2.432925.0,2021-11-06 16:08:22,,
"o aplicativo mais lento da face da terra, consertem isso, fica impossível de usar.",1,0,2.2.435197.0,2021-11-17 10:53:46,,
"Aplicativo não funciona mais, não consigo abrir meus dispositivos, criar rotinas...ou seja, não consigo fazer mais nada.",2,0,2.2.435197.0,2021-11-11 23:08:15,,
"Ótimo estou aprendendo no dia a dia, todos que vem em casa estão gostando muito, acabou de ficar celular conectado na minha JBL, e só pedir para Alexa que ela toca, agora o que falta e poder adicionar mas de um app de música, eu tenho conta em 4 app de música mas na Alexa tenho que escolher qual vou usar, lá tem a opção para colocar 3 um para cada tipo de pedido, seria melhor poder colocar todos e quando nos pedir para Alexa tocar musica ela ir buscar em todos app de música que tiver adicionado!",2,0,2.2.427576.0,2021-10-14 14:34:23,,
Não reconhece nenhum dispositivo de dois dias pra cá. O app está lento e apresenta falhas constantemente.,1,5,2.2.432925.0,2021-11-03 14:16:09,,
"O app deixou de funcionar. Quando abro pra fazer login, a tela fica preta e aparece a mensagem de que passou o tempo limite.",1,2,2.2.432925.0,2021-11-05 09:59:57,,
"Não funciona mais no Android. Tentei em dois celulares. Já limpei cachê, desinstalei e nada. Me deixou na mão. Lamentável.",1,2,2.2.432925.0,2021-11-09 00:17:14,,
Aplicativo não mostra nada. Loga na Amazon e a tela fica preta. Depois da timeout de conexão.,1,1,2.2.435197.0,2021-11-13 20:40:11,,
"Amo o App, mas ultimamente a Alexa está com dificuldade de entender, as vzs ouve e para na msm hora...",2,1,2.2.430534.0,2021-11-04 19:31:54,,
"Boa noite! Ei comprei um dot ecko e instalei o aplicativo da Alexa, porém eu coloco email e senha e o aplicativo só fica na tela preta e depois aparece a mensagem que atingiu limite. Achei que era pq meu era antigo, entao peguei olum cel mais novo e deu a mesma coisa. Eu vi que varias pessoas reclamam desse mesmo motivo. A gente paga 300 e nao consegue usar o aparelho.",1,1,2.2.432925.0,2021-11-07 20:52:31,,
"Muito difícil fazer login nesse app, estou tentando entrar faz tempo,digito a senha correta e diz que está errado.. se continuar assim vou excluir",1,3,2.2.433151.0,2021-11-02 21:48:36,,
Parou totalmente de funcionar. O app nem abre mais. Antes havia desconectado o echo dot. Agora nem abre.,1,6,2.2.432925.0,2021-11-01 23:55:53,,
"Simplesmente não funciona mais o aplicativo fica com a tela preta, já desinstalei, limpei o cache e nada.",1,1,2.2.435197.0,2021-11-16 17:29:42,,
Aplicativo muito pesado no meu aparelho demora muito pra carrregar . quando comprei a eco quase devolvi por causa da demora para parear achei que a eco estava com defeito . meu celular e um lg k51s,1,3,2.2.427576.0,2021-10-08 22:58:33,,
"Não consigo fazer login, porque quando clico no aplicativo ele diz que a conexão atingiu o tempo limite.",1,1,2.2.435197.0,2021-11-10 18:28:22,,
"Alexa nao aceita abrir a camera Logitech diz nao ser compativel mesmo eu instalando e fazendo todos os passos, também nao abre o Bluetooth tais como som stereo etc....pena alexa só toca musica ....",1,0,2.2.427576.0,2021-10-14 10:15:25,,
App lento e de baixa responsividade. Demora anos pra responder a um comando. Além disso não consigo por meu celular pra realizar chamadas por ele. Uooooo,2,3,2.2.432925.0,2021-10-30 14:16:50,,
Péssimo app muito péssimo nota 1 trilhão abaixo de zero ... Não conecta a echo aí wi-fi nunca . Infelizmente um erro gravíssimo para o tamanho da Amazon.,1,2,2.2.432925.0,2021-11-02 09:53:16,,
Muito complicado para configurar o YouTube como tocador de musica. As musicas são limitadas e as versões muito ruins,2,0,2.2.427576.0,2021-10-16 12:33:01,,
A navegação quando procura uma música ou toca alguma rádio no app é muito lenta. Quase não toca.,1,1,2.2.432925.0,2021-11-04 20:14:36,,
"Até o momento eu não estou gostando, tem que aperta o botão pra acionar a Alexa e o áudio do sap está saindo muito baixo, por hora não estou gostando.",1,4,2.2.432925.0,2021-10-29 11:26:01,,
"Alexa bem ruim depois das atualizações, não aceita mais comandos via celular, as rádios armazenada nas skil não funciona só funciona quando fala na própria Alexa....",2,2,2.2.427576.0,2021-10-21 07:52:02,,
"Complicado e bem inútil. Quanto mais uso a Alexa, mais eu gosto do Google home.",2,1,2.2.426944.0,2021-10-03 09:35:52,,
"Exibe tela preta e não consigo acessar nenhuma funcionalidade do sistema, sendo incapaz de gerenciar meus dispositivos, tornando a echo dot inútil",1,2,2.2.430534.0,2021-11-05 18:34:44,,
"App não está funcionando desde a atualização, tela preta em login e não consigo acessar as configurações do dispositivo",1,2,2.2.432925.0,2021-11-07 21:03:04,,
"Após a última atualização do mês de outubro o skill do blitzwolf não está mais disponível, todos os dispositivos inteligentes não funcionam integrados",2,1,2.2.432925.0,2021-11-06 11:09:52,,
"Ao logar no app a tela fica preta e depois de um tempo assim, aparece a mensagem: conexão atingiu o tempo limite",1,5,2.2.432925.0,2021-11-03 11:31:03,,
"Aplicativo ruim, lento, trava o tempo todo, impossível de ser utilizado.",1,0,2.2.427576.0,2021-10-17 11:19:53,,
"Poderia ser muuiitooo melhor o app! Muito básico. Nada intuitivo, bem confuso.",1,0,2.2.427576.0,2021-10-20 12:53:35,,
Depois da última atualização as minhas alexas pararam de se comunicar com as lâmpadas e o aplicativo fica apresentando erro sempre.,1,1,2.2.426944.0,2021-10-03 18:53:39,,
"Do nada meu evhodot voltou as configurações de fábrica de madrugada. 3 o aplicativo do celular pede login, quando coloco minha senha ele simplesmente fecha. Já atualizei e nada",2,7,2.2.430534.0,2021-10-22 10:29:15,,
"Esse app não funciona o comando de voz, e necessário toca na leta para ele responder. Amazon precisa resolver esse problema para o app ter melhor funcionalidade.",1,2,2.2.426944.0,2021-10-03 21:42:33,,
Ha dois dias o aplicativo parou de acessar os dispositivos quando o celular tá conectado por wifi. Só acessa corretamente quando utilizado dados móveis (4g),2,2,2.2.432925.0,2021-11-02 13:25:38,,
Instalei o App no meu celular S9 para configurar o Echo dot e abre uma tela preta e não sai disso. Muito ruim 👎 não consegui configurar um produto novo.,1,4,2.2.432925.0,2021-11-03 23:29:09,,
"O aplicativo deveria ser mais explicativo, com as configurações certas. Vc clica nas configurações da conta e só tem duas opções, q não tem nada haver com a conta, deveria ter configurações da senha e etc pra facilitar. A Alexa não reconhece a música q quero e toca tudo em rádio, às vezes peço uma música em inglês e toca um MPB, não quer tocar minha playlist mesmo estando conectada ao aplicativo e ao Spotify.",2,31,2.2.422256.0,2021-09-11 20:27:27,,
"Gosto muito da Alexa, mas as vezes me irrita. Muita coisa infelizmente ela não consegue entender. Seria bom ela ter um recurso de memória de itens mais usados. As vezes peço a mesma música vairias vezes ao dia e é muito difícil dela acertar, sendo a mesma música.",1,0,2.2.423409.0,2021-11-23 14:59:30,,
"A ideia do app e otima as funções etc... Porem a funcionalidade e otimizaçao fica devendo. Deveria ter a sua lista de compras offline principalmente quando se esta no mercado pois fica impossiel usar pois depende do sinal que normalmente em ambientes fechados e bem ruim, e quando estiver online atualizaria . O app esta mal otimizado muito lento e demora uma eternidade para abrir qualque funçao. A alexa e otima mas o app e muito lento e ruim ainda nao resolveram",1,35,2.2.423409.0,2021-09-25 18:24:38,,
"A echo dot é ótima, porém o app Alexa é péssimo, tá sempre demorando muito tempo para carregar algo e depois de tempo aguardando diz que não está conectado a internet mesmo a internet estando funcionando perfeitamente bem. Estou tentando instalar uma skill de casa inteligente e não consigo pq o app não carrega nenhuma skill",1,15,2.2.423409.0,2021-09-25 12:44:51,,
"Mesmo finalizando, o App ainda continua rodando e consumindo energia do aparelho. Atualmente a função de adicionar dispositivo exibe a msg de última versão necessária, mesmo já usando a mesma.",2,4,2.2.423409.0,2021-09-23 09:03:55,,
"O app para Android é lento. Sempre trava e frenquentemente aparece mensagem ""o app está travando"" . Mas a ideia é ótima, só precisa melhorar a execução.",2,3,2.2.422256.0,2021-09-12 23:18:52,,
Adoro aplicativo Alexa mas ela também não sabe de quase nada ela fica muito burra eu acho isso e ela também não sabe do que eu tô falando e não toca mais músicas infantis quando eu tinha tablet ela sabia tocar tchutchuê e outras músicas a mais mas hoje ela só sabe trocar a música Galinha Pintadinha melhorarem isso colocando mais músicas infantis e músicas de adulto e música de pré-adolescente estarei agradecida e adorável tchau amo vocês irei verificar amanhã arrumei isso hoje e por favor lembre,1,6,2.2.423409.0,2021-09-27 00:12:57,,
"Aplicativo do nada parou de funcionar a função de monitoramento residencial, o vídeo ao vivo está indisponível e pede para tentar mais tarde, está assim a quase dois meses e ninguém resolve. Que decepção.",1,4,2.2.423409.0,2021-09-27 23:02:59,,
"Existe uma estrada longa ainda a ser percorrida, pois não se pode classificar estes recursos como ""inteligências artificiais"" trata-se apenas de um brinquedo e que ao longo dos anos o mesmo terá sua utilidade e só então poderá ser usado com precisão e com toda certeza será útil. Eu diria que em menos de vinte anos será possível conhecer a verdadeira inteligência artificial. Mas este aqui é o início de algo sério. Ainda faltam uma série de algoritmos para chegar próximo de algo quase perfeito.",1,16,2.2.422256.0,2021-09-30 16:58:05,,
